name;term;party;city;birth_year
Ramazan TOPRAK;22;AK PARTÝ;AKSARAY;1960
Ruhi AÇIKGÖZ;22;AK PARTÝ;AKSARAY;1963.0
Akif GÜLLE;22;AK PARTÝ;AMASYA;1958.0
Hamza ALBAYRAK;22;ANAP;AMASYA;1953.0
Mustafa SAYAR;22;BAÐIMSIZ;AMASYA;1952.0
Ahmet Ýsmet ÇANAKCI;22;CHP;ANKARA;1938
Ali BABACAN;22;AK PARTÝ;ANKARA;1967.0
Ayþe Gülsün BÝLGEHAN;22;CHP;ANKARA;1957.0
Bayramali MERAL;22;CHP;ANKARA;1941
Beþir ATALAY;22;AK PARTÝ;ANKARA;1947.0
Bülent GEDÝKLÝ;22;AK PARTÝ;ANKARA;1964
Cemil ÇÝÇEK;22;AK PARTÝ;ANKARA;1946.0
Ersönmez YARBAY;22;AK PARTÝ;ANKARA;1953.0
Eþref ERDEM;22;CHP;ANKARA;1941.0
Eyyüp SANAY;22;AK PARTÝ;ANKARA;1942
Faruk KOCA;22;AK PARTÝ;ANKARA;1964
Haluk ÝPEK;22;AK PARTÝ;ANKARA;1963.0
Ýsmail ALPTEKÝN;22;AK PARTÝ;ANKARA;1943.0
Ýsmail DEÐERLÝ;22;CHP;ANKARA;1945.0
Mehmet TOMANBAY;22;CHP;ANKARA;1953.0
Mehmet Zekai ÖZCAN;22;AK PARTÝ;ANKARA;1950.0
Mustafa TUNA;22;AK PARTÝ;ANKARA;1957.0
Mustafa Said YAZICIOÐLU;22;AK PARTÝ;ANKARA;1949
Muzaffer Remzi KURTULMUÞOÐLU;22;ANAP;ANKARA;1941
Nur Doðan TOPALOÐLU;22;AK PARTÝ;ANKARA;1937.0
Oya ARASLI;22;CHP;ANKARA;1943.0
Önder SAV;22;CHP;ANKARA;1937.0
Reha DENEMEÇ;22;AK PARTÝ;ANKARA;1961
Remziye ÖZTOPRAK;22;AK PARTÝ;ANKARA;1949
Salih KAPUSUZ;22;AK PARTÝ;ANKARA;1954.0
Telat KARAPINAR;22;AK PARTÝ;ANKARA;1962.0
Yakup KEPENEK;22;CHP;ANKARA;1937.0
Yýlmaz ATEÞ;22;CHP;ANKARA;1953.0
Zekeriya AKINCI;22;CHP;ANKARA;1957.0
Atila EMEK;22;CHP;ANTALYA;1947
Burhan KILIÇ;22;AK PARTÝ;ANTALYA;1953.0
Deniz BAYKAL;22;CHP;ANTALYA;1938.0
Feridun Fikret BALOÐLU;22;CHP;ANTALYA;1945.0
Fikret BADAZLI;22;AK PARTÝ;ANTALYA;1940.0
Hüseyin EKMEKCÝOÐLU;22;CHP;ANTALYA;1959.0
Mehmet DÜLGER;22;AK PARTÝ;ANTALYA;1940
Mevlüt ÇAVUÞOÐLU;22;AK PARTÝ;ANTALYA;1968.0
Nail KAMACI;22;CHP;ANTALYA;1959.0
Osman AKMAN;22;AK PARTÝ;ANTALYA;1958.0
Osman KAPTAN;22;CHP;ANTALYA;1946.0
Osman ÖZCAN;22;CHP;ANTALYA;1971.0
Tuncay ERCENK;22;CHP;ANTALYA;1950.0
Ensar ÖÐÜT;22;CHP;ARDAHAN;1946.0
Kenan ALTUN;22;AK PARTÝ;ARDAHAN;1956.0
Orhan YILDIZ;22;AK PARTÝ;ARTVÝN;1962.0
Yüksel ÇORBACIOÐLU;22;CHP;ARTVÝN;1962.0
Ahmet ERTÜRK;22;AK PARTÝ;AYDIN;1953.0
Ahmet Rýza ACAR;22;AK PARTÝ;AYDIN;1947.0
Atilla KOÇ;22;AK PARTÝ;AYDIN;1946.0
Mehmet SEMERCÝ;22;CHP;AYDIN;1947
Mehmet BOZTAÞ;22;CHP;AYDIN;1957
Mehmet Mesut ÖZAKCAN;22;CHP;AYDIN;1952.0
Özlem ÇERÇÝOÐLU;22;CHP;AYDIN;1968.0
Semiha ÖYÜÞ;22;AK PARTÝ;AYDIN;1960.0
Ahmet Edip UÐUR;22;AK PARTÝ;BALIKESÝR;1950.0
Ali AYDINLIOÐLU;22;AK PARTÝ;BALIKESÝR;1958.0
Ali Kemal DEVECÝLER;22;CHP;BALIKESÝR;1958
Ali Osman SALÝ;22;AK PARTÝ;BALIKESÝR;1959
Ýsmail ÖZGÜN;22;AK PARTÝ;BALIKESÝR;1956.0
Orhan SÜR;22;CHP;BALIKESÝR;1951
Sedat PEKEL;22;CHP;BALIKESÝR;1948
Turhan ÇÖMEZ;22;AK PARTÝ;BALIKESÝR;1965.0
Hacý Ýbrahim KABARIK;22;AK PARTÝ;BARTIN;1956.0
Mehmet Asým KULAK;22;AK PARTÝ;BARTIN;1964.0
Afif DEMÝRKIRAN;22;AK PARTÝ;BATMAN;1952.0
Ahmet ÝNAL;22;AK PARTÝ;BATMAN;1954.0
Mehmet Nezir NASIROÐLU;22;AK PARTÝ;BATMAN;1960.0
Memet Ali SUÇÝN;22;AK PARTÝ;BATMAN;1954.0
Fetani BATTAL;22;AK PARTÝ;BAYBURT;1963.0
Ülkü Gökalp GÜNEY;22;AK PARTÝ;BAYBURT;1935.0
Fahrettin POYRAZ;22;AK PARTÝ;BÝLECÝK;1968.0
Yaþar TÜZÜN;22;CHP;BÝLECÝK;1966
Abdurrahman ANIK;22;AK PARTÝ;BÝNGÖL;1949
Feyzi BERDÝBEK;22;AK PARTÝ;BÝNGÖL;1957.0
Mahfuz GÜLER;22;AK PARTÝ;BÝNGÖL;1953.0
Abdurrahim AKSOY;22;AK PARTÝ;BÝTLÝS;1959.0
Edip Safder GAYDALI;22;BAÐIMSIZ;BÝTLÝS;1952
Vahit KÝLER;22;AK PARTÝ;BÝTLÝS;1966.0
Zeki ERGEZEN;22;AK PARTÝ;BÝTLÝS;1949.0
Mehmet GÜNER;22;AK PARTÝ;BOLU;1956
Metin YILMAZ;22;AK PARTÝ;BOLU;1968
Yüksel COÞKUNYÜREK;22;AK PARTÝ;BOLU;1965.0
Bayram ÖZÇELÝK;22;AK PARTÝ;BURDUR;1966
Mehmet ALP;22;AK PARTÝ;BURDUR;1953.0
Ramazan Kerim ÖZKAN;22;CHP;BURDUR;1958.0
Abdulmecit ALP;22;AK PARTÝ;BURSA;1956.0
Ali DÝNÇER;22;CHP;BURSA;1945.0
Ertuðrul YALÇINBAYIR;22;AK PARTÝ;BURSA;1946.0
Faruk ANBARCIOÐLU;22;AK PARTÝ;BURSA;1955.0
Faruk ÇELÝK;22;AK PARTÝ;BURSA;1956.0
Kemal DEMÝREL;22;CHP;BURSA;1955
Mehmet KÜÇÜKAÞIK;22;CHP;BURSA;1960.0
Mehmet Altan KARAPAÞAOÐLU;22;AK PARTÝ;BURSA;1940
Mehmet Emin TUTAN;22;AK PARTÝ;BURSA;1959
Mustafa DÜNDAR;22;AK PARTÝ;BURSA;1965.0
Mustafa ÖZYURT;22;CHP;BURSA;1941.0
Niyazi PAKYÜREK;22;AK PARTÝ;BURSA;1952.0
Sedat KIZILCIKLI;22;AK PARTÝ;BURSA;1967
Þerif BÝRÝNÇ;22;AK PARTÝ;BURSA;1953
Þevket ORHAN;22;AK PARTÝ;BURSA;1959.0
Zafer HIDIROÐLU;22;AK PARTÝ;BURSA;1954.0
Ahmet KÜÇÜK;22;CHP;ÇANAKKALE;1958
Ýbrahim KÖÞDERE;22;AK PARTÝ;ÇANAKKALE;1951
Ýsmail ÖZAY;22;CHP;ÇANAKKALE;1953
Mehmet DANÝÞ;22;AK PARTÝ;ÇANAKKALE;1971.0
Hikmet ÖZDEMÝR;22;AK PARTÝ;ÇANKIRI;1946.0
Ýsmail ERÝCEKLÝ;22;AK PARTÝ;ÇANKIRI;1959.0
Tevfik AKBAK;22;AK PARTÝ;ÇANKIRI;1956.0
Aðah KAFKAS;22;AK PARTÝ;ÇORUM;1956.0
Ali Yüksel KAVUÞTU;22;AK PARTÝ;ÇORUM;1937.0
Feridun AYVAZOÐLU;22;CHP;ÇORUM;1952
Murat YILDIRIM;22;AK PARTÝ;ÇORUM;1958.0
Muzaffer KÜLCÜ;22;AK PARTÝ;ÇORUM;1971.0
Mehmet YÜKSEKTEPE;22;AK PARTÝ;DENÝZLÝ;1966.0
Mehmet Salih ERDOÐAN;22;AK PARTÝ;DENÝZLÝ;1947
Mehmet Ugur NEÞÞAR;22;CHP;DENÝZLÝ;1951.0
Mustafa GAZALCI;22;CHP;DENÝZLÝ;1945
Osman Nuri FÝLÝZ;22;AK PARTÝ;DENÝZLÝ;1964
Ümmet KANDOÐAN;22;DYP;DENÝZLÝ;1956.0
Veli Haþim ORAL;22;CHP;DENÝZLÝ;1955.0
Ali Ýhsan MERDANOÐLU;22;AK PARTÝ;DÝYARBAKIR;1963.0
Aziz AKGÜL;22;AK PARTÝ;DÝYARBAKIR;1956
Cavit TORUN;22;AK PARTÝ;DÝYARBAKIR;1951
Ýrfan Riza YAZICIOÐLU;22;AK PARTÝ;DÝYARBAKIR;1961.0
M. Ýhsan ARSLAN;22;AK PARTÝ;DÝYARBAKIR;1948
Mehmet Fehmi UYANIK;22;AK PARTÝ;DÝYARBAKIR;1934.0
Mehmet Mehdi EKER;22;AK PARTÝ;DÝYARBAKIR;1956.0
Mesut DEÐER;22;CHP;DÝYARBAKIR;1959
Muhsin KOÇYÝÐÝT;22;ANAP;DÝYARBAKIR;1951
Osman ASLAN;22;AK PARTÝ;DÝYARBAKIR;1954.0
Fahri ÇAKIR;22;AK PARTÝ;DÜZCE;1958.0
Metin KAÞIKOÐLU;22;AK PARTÝ;DÜZCE;1966.0
Yaþar YAKIÞ;22;AK PARTÝ;DÜZCE;1938.0
Ali AYAÐ;22;BAÐIMSIZ;EDÝRNE;1950.0
Necdet BUDAK;22;AK PARTÝ;EDÝRNE;1964.0
Nejat GENCAN;22;CHP;EDÝRNE;1952.0
Rasim ÇAKIR;22;CHP;EDÝRNE;1957.0
Abdulbaki TÜRKOÐLU;22;AK PARTÝ;ELAZIÐ;1952.0
Mehmet Kemal AÐAR;22;DYP;ELAZIÐ;1951.0
Mehmet Necati ÇETÝNKAYA;22;AK PARTÝ;ELAZIÐ;1943.0
Þemsettin MURAT;22;AK PARTÝ;ELAZIÐ;1952.0
Zülfü DEMÝRBAÐ;22;AK PARTÝ;ELAZIÐ;1956
Erol TINASTEPE;22;CHP;ERZÝNCAN;1957
Talip KABAN;22;AK PARTÝ;ERZÝNCAN;1955.0
Tevhit KARAKAYA;22;AK PARTÝ;ERZÝNCAN;1955
Ýbrahim ÖZDOÐAN;22;ANAP;ERZURUM;1956.0
Mustafa ILICALI;22;AK PARTÝ;ERZURUM;1954.0
Mustafa Nuri AKBULUT;22;AK PARTÝ;ERZURUM;1957.0
Muzaffer GÜLYURT;22;AK PARTÝ;ERZURUM;1949
Mücahit DALOÐLU;22;AK PARTÝ;ERZURUM;1956.0
Ömer ÖZYILMAZ;22;AK PARTÝ;ERZURUM;1952.0
Recep AKDAÐ;22;AK PARTÝ;ERZURUM;1960.0
Fahri KESKÝN;22;AK PARTÝ;ESKÝÞEHÝR;1947.0
Hasan Murat MERCAN;22;AK PARTÝ;ESKÝÞEHÝR;1959.0
Mehmet Ali ARIKAN;22;CHP;ESKÝÞEHÝR;1943.0
Mehmet Cevdet SELVÝ;22;CHP;ESKÝÞEHÝR;1943.0
Mehmet Vedat YÜCESAN;22;CHP;ESKÝÞEHÝR;1948.0
Muharrem TOZÇÖKEN;22;AK PARTÝ;ESKÝÞEHÝR;1946
Abdulkadir ATEÞ;22;CHP;GAZÝANTEP;1944.0
Ahmet YILMAZKAYA;22;CHP;GAZÝANTEP;1946.0
Ahmet UZER;22;AK PARTÝ;GAZÝANTEP;1956.0
Fatma ÞAHÝN;22;AK PARTÝ;GAZÝANTEP;1966
Kürþad TÜZMEN;22;AK PARTÝ;GAZÝANTEP;1958
Mahmut DURDU;22;AK PARTÝ;GAZÝANTEP;1947
Mehmet SARI;22;AK PARTÝ;GAZÝANTEP;1945.0
Mustafa YILMAZ;22;CHP;GAZÝANTEP;1949.0
Nurettin AKTAÞ;22;AK PARTÝ;GAZÝANTEP;1947.0
Ömer ABUÞOÐLU;22;ANAP;GAZÝANTEP;1951
Adem TATLI;22;AK PARTÝ;GÝRESUN;1968.0
Ali TEMÜR;22;AK PARTÝ;GÝRESUN;1964
Hasan AYDIN;22;AK PARTÝ;GÝRESUN;1971.0
Mehmet IÞIK;22;CHP;GÝRESUN;1938.0
Nurettin CANÝKLÝ;22;AK PARTÝ;GÝRESUN;1960.0
Sabri VARAN;22;AK PARTÝ;GÜMÜÞHANE;1965
Temel YILMAZ;22;AK PARTÝ;GÜMÜÞHANE;1953.0
Esat CANAN;22;BAÐIMSIZ;HAKKARÝ;1950
Fehmi ÖZTUNÇ;22;AK PARTÝ;HAKKARÝ;1960.0
Mustafa ZEYDAN;22;AK PARTÝ;HAKKARÝ;1938
Abdulaziz YAZAR;22;CHP;HATAY;1951.0
Fuat GEÇEN;22;BAÐIMSIZ;HATAY;1959
Fuat ÇAY;22;CHP;HATAY;1949.0
Gökhan DURGUN;22;CHP;HATAY;1957
Ýnal BATU;22;DYP;HATAY;1936.0
Ýsmail SOYLU;22;AK PARTÝ;HATAY;1955.0
Mehmet ERASLAN;22;BAÐIMSIZ;HATAY;1971
Mehmet SOYDAN;22;AK PARTÝ;HATAY;1962.0
Sadullah ERGÝN;22;AK PARTÝ;HATAY;1964.0
Züheyir AMBER;22;ANAP;HATAY;1948
Dursun AKDEMÝR;22;ANAP;IÐDIR;1946
Yücel ARTANTAÞ;22;CHP;IÐDIR;1952.0
Erkan MUMCU;22;ANAP;ISPARTA;1963.0
Mehmet Emin Murat BÝLGÝÇ;22;AK PARTÝ;ISPARTA;1959
Mehmet Sait ARMAÐAN;22;ANAP;ISPARTA;1956
Mevlüt COÞKUNER;22;CHP;ISPARTA;1945.0
Recep ÖZEL;22;AK PARTÝ;ISPARTA;1969.0
Abdülkadir AKSU;22;AK PARTÝ;ÝSTANBUL;1944.0
Ahmet Güryüz KETENCÝ;22;SHP;ÝSTANBUL;1938.0
Ahmet Sýrrý ÖZBEK;22;CHP;ÝSTANBUL;1950
Alaattin BÜYÜKKAYA;22;AK PARTÝ;ÝSTANBUL;1950
Algan HACALOÐLU;22;CHP;ÝSTANBUL;1940
Ali TOPUZ;22;CHP;ÝSTANBUL;1932.0
Ali COÞKUN;22;AK PARTÝ;ÝSTANBUL;1939.0
Ali ÝBÝÞ;22;AK PARTÝ;ÝSTANBUL;1953.0
Ali Kemal KUMKUMOÐLU;22;CHP;ÝSTANBUL;1955.0
Ali Rýza GÜLÇÝÇEK;22;CHP;ÝSTANBUL;1947.0
Azmi ATEÞ;22;AK PARTÝ;ÝSTANBUL;1949
Berhan ÞÝMÞEK;22;CHP;ÝSTANBUL;1958.0
Bihlun TAMAYLIGÝL;22;CHP;ÝSTANBUL;1966.0
Binali YILDIRIM;22;AK PARTÝ;ÝSTANBUL;1955.0
Birgen KELEÞ;22;CHP;ÝSTANBUL;1939.0
Burhan KUZU;22;AK PARTÝ;ÝSTANBUL;1955.0
Bülent Hasan TANLA;22;CHP;ÝSTANBUL;1946.0
Cengiz KAPTANOÐLU;22;AK PARTÝ;ÝSTANBUL;1947.0
Egemen BAÐIÞ;22;AK PARTÝ;ÝSTANBUL;1970.0
Ekrem ERDEM;22;AK PARTÝ;ÝSTANBUL;1948.0
Emin ÞÝRÝN;22;GENÇPARTÝ;ÝSTANBUL;1948.0
Ersin ARIOÐLU;22;CHP;ÝSTANBUL;1940.0
Göksal KÜÇÜKALÝ;22;BAÐIMSIZ;ÝSTANBUL;1948
Güldal OKUDUCU;22;CHP;ÝSTANBUL;1958.0
Güldal AKÞÝT;22;AK PARTÝ;ÝSTANBUL;1960.0
Gülseren TOPUZ;22;AK PARTÝ;ÝSTANBUL;1957
Gürsoy EROL;22;AK PARTÝ;ÝSTANBUL;1956
Halide ÝNCEKARA;22;AK PARTÝ;ÝSTANBUL;1959.0
Halil AKYÜZ;22;CHP;ÝSTANBUL;1938.0
Hasan AYDIN;22;CHP;ÝSTANBUL;1971
Hasan Fehmi GÜNEÞ;22;CHP;ÝSTANBUL;1934.0
Hayati YAZICI;22;AK PARTÝ;ÝSTANBUL;1952.0
Hüseyin KANSU;22;AK PARTÝ;ÝSTANBUL;1950
Hüseyin BESLÝ;22;AK PARTÝ;ÝSTANBUL;1953.0
Ýbrahim Reyhan ÖZAL;22;AK PARTÝ;ÝSTANBUL;1965.0
Ýdris Naim ÞAHÝN;22;AK PARTÝ;ÝSTANBUL;1956.0
Ýlhan ALBAYRAK;22;AK PARTÝ;ÝSTANBUL;1954.0
Ýnci ÖZDEMÝR;22;AK PARTÝ;ÝSTANBUL;1952.0
Ýrfan GÜNDÜZ;22;AK PARTÝ;ÝSTANBUL;1950.0
Ýsmet ATALAY;22;CHP;ÝSTANBUL;1937.0
Kemal UNAKITAN;22;AK PARTÝ;ÝSTANBUL;1946.0
Kemal DERVÝÞ;22;CHP;ÝSTANBUL;1949.0
Kemal KILIÇDAROÐLU;22;CHP;ÝSTANBUL;1948
Lokman AYVA;22;AK PARTÝ;ÝSTANBUL;1966.0
Mehmet SEKMEN;22;AK PARTÝ;ÝSTANBUL;1958
Mehmet SEVÝGEN;22;CHP;ÝSTANBUL;1954.0
Mehmet Ali ÞAHÝN;22;AK PARTÝ;ÝSTANBUL;1950.0
Mehmet Ali ÖZPOLAT;22;CHP;ÝSTANBUL;1947
Mehmet Beyazýt DENÝZOLGUN;22;AK PARTÝ;ÝSTANBUL;1954
Mehmet Mustafa AÇIKALIN;22;AK PARTÝ;ÝSTANBUL;1951
Memduh HACIOÐLU;22;BAÐIMSIZ;ÝSTANBUL;1947
Muharrem KARSLI;22;AK PARTÝ;ÝSTANBUL;1938.0
Murat BAÞESGÝOÐLU;22;AK PARTÝ;ÝSTANBUL;1955.0
Mustafa ATAÞ;22;AK PARTÝ;ÝSTANBUL;1957
Mustafa BAÞ;22;AK PARTÝ;ÝSTANBUL;1956.0
Mustafa Þükrü ELEKDAÐ;22;CHP;ÝSTANBUL;1924.0
Nazým EKREN;22;AK PARTÝ;ÝSTANBUL;1956.0
Nevzat YALÇINTAÞ;22;AK PARTÝ;ÝSTANBUL;1933.0
Nimet BAÞ;22;AK PARTÝ;ÝSTANBUL;1965.0
Nusret BAYRAKTAR;22;AK PARTÝ;ÝSTANBUL;1951.0
Onur Baþaran ÖYMEN;22;CHP;ÝSTANBUL;1940
Ömer Zülfü LÝVANELÝ;22;BAÐIMSIZ;ÝSTANBUL;1946
Recep KORAL;22;AK PARTÝ;ÝSTANBUL;1948.0
Sýdýka SARIBEKÝR;22;CHP;ÝSTANBUL;1957.0
Tayyar ALTIKULAÇ;22;AK PARTÝ;ÝSTANBUL;1938.0
Ünal KACIR;22;AK PARTÝ;ÝSTANBUL;1953
Yahya BAÞ;22;AK PARTÝ;ÝSTANBUL;1952.0
Yaþar Nuri ÖZTÜRK;22;HYP;ÝSTANBUL;1951.0
Zeynep Armaðan USLU;22;AK PARTÝ;ÝSTANBUL;1969
Zeynep Damla GÜREL;22;CHP;ÝSTANBUL;1964.0
Abdurrezzak ERTEN;22;CHP;ÝZMÝR;1953
Ahmet ERSÝN;22;CHP;ÝZMÝR;1950
Ali Rýza BODUR;22;CHP;ÝZMÝR;1946.0
Bülent BARATALI;22;CHP;ÝZMÝR;1947.0
Cânân ARÝTMAN;22;CHP;ÝZMÝR;1950
Enver ÖKTEM;22;CHP;ÝZMÝR;1957
Erdal KARADEMÝR;22;CHP;ÝZMÝR;1954.0
Fatma Seniha Nükhet HOTAR;22;AK PARTÝ;ÝZMÝR;1961.0
Fazýl KARAMAN;22;AK PARTÝ;ÝZMÝR;1965
Hakký AKALIN;22;BAÐIMSIZ;ÝZMÝR;1949.0
Hakký ÜLKÜ;22;CHP;ÝZMÝR;1946
Ýsmail KATMERCÝ;22;AK PARTÝ;ÝZMÝR;1949
Kývýlcým Kemal ANADOL;22;CHP;ÝZMÝR;1941.0
Mehmet AYDIN;22;AK PARTÝ;ÝZMÝR;1943.0
Mehmet Sayým TEKELÝOÐLU;22;AK PARTÝ;ÝZMÝR;1950
Muharrem TOPRAK;22;CHP;ÝZMÝR;1947.0
Oðuz OYAN;22;CHP;ÝZMÝR;1947
Sedat UZUNBAY;22;CHP;ÝZMÝR;1957.0
Serpil YILDIZ;22;ANAP;ÝZMÝR;1966
Tevfik ENSARÝ;22;AK PARTÝ;ÝZMÝR;1948.0
Türkan MÝÇOOÐULLARI;22;CHP;ÝZMÝR;1952.0
Vezir AKDEMÝR;22;CHP;ÝZMÝR;1954.0
Yýlmaz KAYA;22;CHP;ÝZMÝR;1962.0
Zekeriya AKÇAM;22;AK PARTÝ;ÝZMÝR;1968.0
Ali SEZAL;22;AK PARTÝ;KAHRAMANMARAÞ;1946.0
Avni DOÐAN;22;AK PARTÝ;KAHRAMANMARAÞ;1951.0
Fatih ARIKAN;22;AK PARTÝ;KAHRAMANMARAÞ;1953
Hanefi MAHÇÝÇEK;22;AK PARTÝ;KAHRAMANMARAÞ;1953
Mehmet PARLAKYÝÐÝT;22;CHP;KAHRAMANMARAÞ;1941.0
Mehmet YILMAZCAN;22;AK PARTÝ;KAHRAMANMARAÞ;1955
Mehmet Ali BULUT;22;AK PARTÝ;KAHRAMANMARAÞ;1956.0
Nevzat PAKDÝL;22;AK PARTÝ;KAHRAMANMARAÞ;1950.0
Ali ÖÐÜTEN;22;AK PARTÝ;KARABÜK;1953.0
Hasan BÝLÝR;22;AK PARTÝ;KARABÜK;1961.0
Mehmet CEYLAN;22;AK PARTÝ;KARABÜK;1958.0
Fikret ÜNLÜ;22;CHP;KARAMAN;1943.0
Mevlüt AKGÜN;22;AK PARTÝ;KARAMAN;1966.0
Yüksel ÇAVUÞOÐLU;22;AK PARTÝ;KARAMAN;1948
Selami YÝÐÝT;22;BAÐIMSIZ;KARS;1964
Yusuf Selahattin BEYRÝBEY;22;AK PARTÝ;KARS;1955.0
Zeki KARABAYIR;22;AK PARTÝ;KARS;1952.0
Hakký KÖYLÜ;22;AK PARTÝ;KASTAMONU;1948.0
Mehmet YILDIRIM;22;CHP;KASTAMONU;1949
Musa SIVACIOÐLU;22;AK PARTÝ;KASTAMONU;1955
Sinan ÖZKAN;22;AK PARTÝ;KASTAMONU;1972.0
Abdullah GÜL;22;AK PARTÝ;KAYSERÝ;1950.0
Adem BAÞTÜRK;22;AK PARTÝ;KAYSERÝ;1950
Muharrem ESKÝYAPAN;22;AK PARTÝ;KAYSERÝ;1935.0
Mustafa ELÝTAÞ;22;AK PARTÝ;KAYSERÝ;1957.0
Mustafa DURU;22;AK PARTÝ;KAYSERÝ;1949.0
Niyazi ÖZCAN;22;AK PARTÝ;KAYSERÝ;1949.0
Sadýk YAKUT;22;AK PARTÝ;KAYSERÝ;1956
Taner YILDIZ;22;AK PARTÝ;KAYSERÝ;1962.0
Halil TÝRYAKÝ;22;CHP;KIRIKKALE;1935.0
Murat YILMAZER;22;AK PARTÝ;KIRIKKALE;1954
Ramazan CAN;22;AK PARTÝ;KIRIKKALE;1970.0
Vahit ERDEM;22;AK PARTÝ;KIRIKKALE;1944.0
Ahmet Gökhan SARIÇAM;22;AK PARTÝ;KIRKLARELÝ;1969
Mehmet Siyam KESÝMOÐLU;22;CHP;KIRKLARELÝ;1960
Yavuz ALTINORAK;22;CHP;KIRKLARELÝ;1962.0
Hacý TURAN;22;AK PARTÝ;KIRÞEHÝR;1968.0
Hüseyin BAYINDIR;22;CHP;KIRÞEHÝR;1965.0
Mikail ARSLAN;22;AK PARTÝ;KIRÞEHÝR;1961.0
Hasan KARA;22;AK PARTÝ;KÝLÝS;1969.0
Veli KAYA;22;AK PARTÝ;KÝLÝS;1956.0
Eyüp AYAR;22;AK PARTÝ;KOCAELÝ;1952
Ýzzet ÇETÝN;22;CHP;KOCAELÝ;1953.0
Mehmet Sefa SÝRMEN;22;CHP;KOCAELÝ;1949.0
Mehmet Vecdi GÖNÜL;22;AK PARTÝ;KOCAELÝ;1939.0
Muzaffer BAÞTOPÇU;22;AK PARTÝ;KOCAELÝ;1948
Nevzat DOÐAN;22;AK PARTÝ;KOCAELÝ;1959.0
Nihat ERGÜN;22;AK PARTÝ;KOCAELÝ;1962.0
Osman PEPE;22;AK PARTÝ;KOCAELÝ;1954.0
Salih GÜN;22;CHP;KOCAELÝ;1946
Abdullah ÇETÝNKAYA;22;AK PARTÝ;KONYA;1957
Ahmet BÜYÜKAKKAÞLAR;22;AK PARTÝ;KONYA;1952
Ahmet IÞIK;22;AK PARTÝ;KONYA;1963.0
Atilla KART;22;CHP;KONYA;1954.0
Halil ÜRÜN;22;AK PARTÝ;KONYA;1947
Harun TÜFEKCÝ;22;AK PARTÝ;KONYA;1971
Hasan ANGI;22;AK PARTÝ;KONYA;1959
Kerim ÖZKUL;22;AK PARTÝ;KONYA;1959
Mehmet KILIÇ;22;AK PARTÝ;KONYA;1955.0
Muharrem CANDAN;22;AK PARTÝ;KONYA;1956.0
Mustafa ÜNALDI;22;AK PARTÝ;KONYA;1945
Nezir BÜYÜKCENGÝZ;22;CHP;KONYA;1951
Orhan ERDEM;22;AK PARTÝ;KONYA;1963.0
Özkan ÖKSÜZ;22;AK PARTÝ;KONYA;1953.0
Remzi ÇETÝN;22;AK PARTÝ;KONYA;1952
Sami GÜÇLÜ;22;AK PARTÝ;KONYA;1950.0
Abdullah Erdem CANTÝMUR;22;AK PARTÝ;KÜTAHYA;1961
