name;term;party;city;birth_year
Yücel MENEKÞE;27;AK PARTÝ;NEVÞEHÝR;1963
Ömer Fethi GÜRER;27;CHP;NÝÐDE;1957
Selim GÜLTEKÝN;27;AK PARTÝ;NÝÐDE;1979
Yavuz ERGUN;27;AK PARTÝ;NÝÐDE;1974
Cemal ENGÝNYURT;27;DP;ORDU;1965
Ergün TAÞCI;27;AK PARTÝ;ORDU;1974
Metin GÜNDOÐDU;27;AK PARTÝ;ORDU;1973
Mustafa ADIGÜZEL;27;CHP;ORDU;1967.0
Seyit TORUN;27;CHP;ORDU;1968
Þenel YEDÝYILDIZ;27;AK PARTÝ;ORDU;1953
Baha ÜNLÜ;27;CHP;OSMANÝYE;1955
Devlet BAHÇELÝ;27;MHP;OSMANÝYE;1948
Ýsmail KAYA;27;AK PARTÝ;OSMANÝYE;1983
Hayati YAZICI;27;AK PARTÝ;RÝZE;1952
Muhammed AVCI;27;AK PARTÝ;RÝZE;1980
Osman Aþkýn BAK;27;AK PARTÝ;RÝZE;1966
Ali Ýhsan YAVUZ;27;AK PARTÝ;SAKARYA;1969
Çiðdem ERDOÐAN ATABEK;27;AK PARTÝ;SAKARYA;1981
Engin ÖZKOÇ;27;CHP;SAKARYA;1962
Kenan SOFUOÐLU;27;AK PARTÝ;SAKARYA;1984.0
Muhammed Levent BÜLBÜL;27;MHP;SAKARYA;1980
Recep UNCUOÐLU;27;AK PARTÝ;SAKARYA;1970
Ümit DÝKBAYIR;27;ÝYÝ PARTÝ;SAKARYA;1968
Ahmet DEMÝRCAN;27;AK PARTÝ;SAMSUN;1954
Bedri YAÞAR;27;ÝYÝ PARTÝ;SAMSUN;1963
Çiðdem KARAASLAN;27;AK PARTÝ;SAMSUN;1979
Erhan USTA;27;ÝYÝ PARTÝ;SAMSUN;1966
Fuat KÖKTAÞ;27;AK PARTÝ;SAMSUN;1964
Kemal ZEYBEK;27;CHP;SAMSUN;1962
Neslihan HANCIOÐLU;27;CHP;SAMSUN;1963
Orhan KIRCALI;27;AK PARTÝ;SAMSUN;1968
Yusuf Ziya YILMAZ;27;AK PARTÝ;SAMSUN;1951
Meral DANIÞ BEÞTAÞ;27;HDP;SÝÝRT;1967
Osman ÖREN;27;AK PARTÝ;SÝÝRT;1966
Sýdýk TAÞ;27;HDP;SÝÝRT;1970
Barýþ KARADENÝZ;27;CHP;SÝNOP;1975
Nazým MAVÝÞ;27;AK PARTÝ;SÝNOP;1971
Ahmet ÖZYÜREK;27;MHP;SÝVAS;1964
Ýsmet YILMAZ;27;AK PARTÝ;SÝVAS;1961
Mehmet Habib SOLUK;27;AK PARTÝ;SÝVAS;1950.0
Ulaþ KARASU;27;CHP;SÝVAS;1980
Ahmet AKAY;27;AK PARTÝ;ÞANLIURFA;1959
Ahmet Eþref FAKIBABA;27;BAÐIMSIZ;ÞANLIURFA;1951
Ayþe SÜRÜCÜ;27;HDP;ÞANLIURFA;1983
Aziz AYDINLIK;27;CHP;ÞANLIURFA;1960.0
Halil ÖZCAN;27;AK PARTÝ;ÞANLIURFA;1964
Halil ÖZÞAVLI;27;AK PARTÝ;ÞANLIURFA;1981
Ýbrahim ÖZYAVUZ;27;MHP;ÞANLIURFA;1963
Ýbrahim Halil YILDIZ;27;AK PARTÝ;ÞANLIURFA;1976
Mehmet Ali CEVHERÝ;27;AK PARTÝ;ÞANLIURFA;1961
Mehmet Kasým GÜLPINAR;27;AK PARTÝ;ÞANLIURFA;1969
Nimetullah ERDOÐMUÞ;27;HDP;ÞANLIURFA;1960
Nusrettin MAÇÝN;27;HDP;ÞANLIURFA;1963
Ömer ÖCALAN;27;HDP;ÞANLIURFA;1987
Zemzem Gülender AÇANAL;27;AK PARTÝ;ÞANLIURFA;1957
Hasan ÖZGÜNEÞ;27;HDP;ÞIRNAK;1957
Hüseyin KAÇMAZ;27;HDP;ÞIRNAK;1986
Nuran ÝMÝR;27;HDP;ÞIRNAK;1977
Rizgin BÝRLÝK;27;AK PARTÝ;ÞIRNAK;1966
Candan YÜCEER;27;CHP;TEKÝRDAÐ;1973
Çiðdem KONCAGÜL;27;AK PARTÝ;TEKÝRDAÐ;1969.0
Enez KAPLAN;27;ÝYÝ PARTÝ;TEKÝRDAÐ;1962
FAÝK ÖZTRAK;27;CHP;TEKÝRDAÐ;1954.0
ÝLHAMÝ ÖZCAN AYGUN;27;CHP;TEKÝRDAÐ;1969
Mustafa ÞENTOP;27;AK PARTÝ;TEKÝRDAÐ;1968
Mustafa YEL;27;AK PARTÝ;TEKÝRDAÐ;1968
Kadim DURMAZ;27;CHP;TOKAT;1953
Mustafa ARSLAN;27;AK PARTÝ;TOKAT;1967
Özlem ZENGÝN;27;AK PARTÝ;TOKAT;1969
Yusuf BEYAZIT;27;AK PARTÝ;TOKAT;1962
Yücel BULUT;27;MHP;TOKAT;1980
Adnan GÜNNAR;27;AK PARTÝ;TRABZON;1966.0
Ahmet KAYA;27;CHP;TRABZON;1971
Bahar AYVAZOÐLU;27;AK PARTÝ;TRABZON;1976
Hüseyin ÖRS;27;ÝYÝ PARTÝ;TRABZON;1964.0
Muhammet BALTA;27;AK PARTÝ;TRABZON;1966
Salih CORA;27;AK PARTÝ;TRABZON;1981
Alican ÖNLÜ;27;HDP;TUNCELÝ;1967.0
Polat ÞAROÐLU;27;CHP;TUNCELÝ;1969
Ýsmail GÜNEÞ;27;AK PARTÝ;UÞAK;1967
Mehmet ALTAY;27;AK PARTÝ;UÞAK;1972
Özkan YALIM;27;CHP;UÞAK;1969
Abdulahat ARVAS;27;AK PARTÝ;VAN;1969
Bedia ÖZGÖKÇE ERTAN;27;HDP;VAN;1975
Ýrfan KARTAL;27;AK PARTÝ;VAN;1949
Muazzez ORHAN IÞIK;27;HDP;VAN;1972.0
Murat SARISAÇ;27;HDP;VAN;1983
Osman Nuri GÜLAÇAR;27;AK PARTÝ;VAN;1965
Sezai TEMELLÝ;27;HDP;VAN;1963
Tayip TEMEL;27;HDP;VAN;1982
Ahmet BÜYÜKGÜMÜÞ;27;AK PARTÝ;YALOVA;1990
Meliha AKYOL;27;AK PARTÝ;YALOVA;1960
Özcan ÖZEL;27;MEMLEKET P;YALOVA;1959
Ali KEVEN;27;CHP;YOZGAT;1951
Bekir BOZDAÐ;27;AK PARTÝ;YOZGAT;1965.0
Ýbrahim Ethem SEDEF;27;MHP;YOZGAT;1980
Yusuf BAÞER;27;AK PARTÝ;YOZGAT;1965.0
Ahmet ÇOLAKOÐLU;27;AK PARTÝ;ZONGULDAK;1978
Deniz YAVUZYILMAZ;27;CHP;ZONGULDAK;1979
Hamdi UÇAR;27;AK PARTÝ;ZONGULDAK;1963
Polat TÜRKMEN;27;AK PARTÝ;ZONGULDAK;1957
Ünal DEMÝRTAÞ;27;CHP;ZONGULDAK;1971
