name;term;party;city;birth_year
Fatih ÞAHÝN;26;AK PARTÝ;ANKARA;1979
Jülide SARIEROÐLU;26;AK PARTÝ;ANKARA;1979.0
Levent GÖK;26;CHP;ANKARA;1959.0
Lütfiye Selva ÇAM;26;AK PARTÝ;ANKARA;1970.0
Murat ALPARSLAN;26;AK PARTÝ;ANKARA;1974.0
Murat EMÝR;26;CHP;ANKARA;1969.0
Mustafa MÝT;26;MHP;ANKARA;1950.0
Necati YILMAZ;26;CHP;ANKARA;1964
Nevzat CEYLAN;26;AK PARTÝ;ANKARA;1953.0
Nihat YEÞÝL;26;CHP;ANKARA;1957.0
Sýrrý Süreyya ÖNDER;26;HDP;ANKARA;1962.0
Þefkat ÇETÝN;26;MHP;ANKARA;1954.0
Þenal SARIHAN;26;CHP;ANKARA;1948.0
Tekin BÝNGÖL;26;CHP;ANKARA;1955.0
Vedat BÝLGÝN;26;AK PARTÝ;ANKARA;1954.0
Yalçýn AKDOÐAN;26;AK PARTÝ;ANKARA;1969.0
Yýldýrým Tuðrul TÜRKEÞ;26;AK PARTÝ;ANKARA;1954
Zühal TOPCU;26;MHP;ANKARA;1960.0
Ahmet Selim YURDAKUL;26;MHP;ANTALYA;1966.0
Atay USLU;26;AK PARTÝ;ANTALYA;1970.0
Çetin Osman BUDAK;26;CHP;ANTALYA;1960.0
Deniz BAYKAL;26;CHP;ANTALYA;1938.0
Devrim KÖK;26;CHP;ANTALYA;1977.0
Gökcen ÖZDOÐAN ENÇ;26;AK PARTÝ;ANTALYA;1976.0
Hüseyin SAMANÝ;26;AK PARTÝ;ANTALYA;1964.0
Ýbrahim AYDIN;26;AK PARTÝ;ANTALYA;1962.0
Mehmet GÜNAL;26;MHP;ANTALYA;1964.0
Mevlüt ÇAVUÞOÐLU;26;AK PARTÝ;ANTALYA;1968.0
Mustafa KÖSE;26;AK PARTÝ;ANTALYA;1977.0
Mustafa AKAYDIN;26;CHP;ANTALYA;1952.0
Niyazi Nefi KARA;26;CHP;ANTALYA;1969.0
Sena Nur ÇELÝK;26;AK PARTÝ;ANTALYA;1986.0
Orhan ATALAY;26;AK PARTÝ;ARDAHAN;1965.0
Öztürk YILMAZ;26;CHP;ARDAHAN;1970
Ýsrafil KIÞLA;26;AK PARTÝ;ARTVÝN;1959.0
Uður BAYRAKTUTAN;26;CHP;ARTVÝN;1965.0
Abdurrahman ÖZ;26;AK PARTÝ;AYDIN;1971.0
Bülent TEZCAN;26;CHP;AYDIN;1965.0
Deniz DEPBOYLU;26;MHP;AYDIN;1968.0
Hüseyin YILDIZ;26;CHP;AYDIN;1967.0
Mehmet ERDEM;26;AK PARTÝ;AYDIN;1966.0
Metin Lütfi BAYDAR;26;CHP;AYDIN;1960
Mustafa SAVAÞ;26;AK PARTÝ;AYDIN;1965.0
Ahmet AKIN;26;CHP;BALIKESÝR;1973.0
Ali AYDINLIOÐLU;26;AK PARTÝ;BALIKESÝR;1958.0
Ýsmail OK;26;ÝYÝ PARTÝ;BALIKESÝR;1964
Kasým BOSTAN;26;AK PARTÝ;BALIKESÝR;1962.0
Mahmut POYRAZLI;26;AK PARTÝ;BALIKESÝR;1965
Mehmet TÜM;26;CHP;BALIKESÝR;1957.0
Namýk HAVUTÇA;26;CHP;BALIKESÝR;1957.0
Sema KIRCI;26;AK PARTÝ;BALIKESÝR;1971.0
Muhammet Rýza YALÇINKAYA;26;CHP;BARTIN;1955.0
Yýlmaz TUNÇ;26;AK PARTÝ;BARTIN;1971
Ataullah HAMÝDÝ;26;AK PARTÝ;BATMAN;1954.0
Ayþe ACAR BAÞARAN;26;HDP;BATMAN;1985.0
Mehmet Ali ASLAN;26;HDP;BATMAN;1975.0
Saadet BECEREKLÝ;26;HDP;BATMAN;1955.0
Naci AÐBAL;26;AK PARTÝ;BAYBURT;1968.0
Þahap KAVCIOÐLU;26;AK PARTÝ;BAYBURT;1967.0
Halil ELDEMÝR;26;AK PARTÝ;BÝLECÝK;1973
Yaþar TÜZÜN;26;CHP;BÝLECÝK;1966
Cevdet YILMAZ;26;AK PARTÝ;BÝNGÖL;1967.0
Enver FEHMÝOÐLU;26;AK PARTÝ;BÝNGÖL;1956.0
Hiþyar ÖZSOY;26;HDP;BÝNGÖL;1977
Mahmut Celadet GAYDALI;26;HDP;BÝTLÝS;1951.0
Mizgin IRGAT;26;HDP;BÝTLÝS;1978.0
Vedat DEMÝRÖZ;26;AK PARTÝ;BÝTLÝS;1956.0
Ali ERCOÞKUN;26;AK PARTÝ;BOLU;1971.0
Fehmi KÜPÇÜ;26;AK PARTÝ;BOLU;1974.0
Tanju ÖZCAN;26;CHP;BOLU;1973.0
Bayram ÖZÇELÝK;26;AK PARTÝ;BURDUR;1966
Mehmet GÖKER;26;CHP;BURDUR;1967
Reþat PETEK;26;AK PARTÝ;BURDUR;1955.0
Bennur KARABURUN;26;AK PARTÝ;BURSA;1973
Cemalettin Kani TORUN;26;AK PARTÝ;BURSA;1959.0
Ceyhun ÝRGÝL;26;CHP;BURSA;1965.0
Efkan ALA;26;AK PARTÝ;BURSA;1965
Emine YAVUZ GÖZGEÇ;26;AK PARTÝ;BURSA;1969.0
Erkan AYDIN;26;CHP;BURSA;1974.0
Hakan ÇAVUÞOÐLU;26;AK PARTÝ;BURSA;1972.0
Hüseyin ÞAHÝN;26;AK PARTÝ;BURSA;1968
Ýsmail AYDIN;26;AK PARTÝ;BURSA;1971
Ýsmet BÜYÜKATAMAN;26;MHP;BURSA;1953.0
Kadir KOÇDEMÝR;26;ÝYÝ PARTÝ;BURSA;1964.0
Lale KARABIYIK;26;CHP;BURSA;1965.0
Mehmet MÜEZZÝNOÐLU;26;AK PARTÝ;BURSA;1955
Muhammet Müfit AYDIN;26;AK PARTÝ;BURSA;1954.0
Nurhayat ALTACA KAYIÞOÐLU;26;CHP;BURSA;1978
Orhan SARIBAL;26;CHP;BURSA;1966.0
Osman MESTEN;26;AK PARTÝ;BURSA;1971.0
Zekeriya BÝRKAN;26;AK PARTÝ;BURSA;1967.0
Ayhan GÝDER;26;AK PARTÝ;ÇANAKKALE;1969.0
Bülent TURAN;26;AK PARTÝ;ÇANAKKALE;1975.0
Bülent ÖZ;26;CHP;ÇANAKKALE;1972.0
Muharrem ERKEK;26;CHP;ÇANAKKALE;1969
Hüseyin FÝLÝZ;26;AK PARTÝ;ÇANKIRI;1958.0
Muhammet Emin AKBAÞOÐLU;26;AK PARTÝ;ÇANKIRI;1968
Ahmet Sami CEYLAN;26;AK PARTÝ;ÇORUM;1971.0
Lütfiye Ýlksen CERÝTOÐLU KURT;26;AK PARTÝ;ÇORUM;1970.0
Salim USLU;26;AK PARTÝ;ÇORUM;1955.0
Tufan KÖSE;26;CHP;ÇORUM;1967.0
Cahit ÖZKAN;26;AK PARTÝ;DENÝZLÝ;1976.0
Emin Haluk AYHAN;26;MHP;DENÝZLÝ;1957.0
Kazým ARSLAN;26;CHP;DENÝZLÝ;1954.0
Melike ERSOY;26;CHP;DENÝZLÝ;1978
Nihat ZEYBEKCÝ;26;AK PARTÝ;DENÝZLÝ;1961.0
Sema RAMAZANOÐLU;26;AK PARTÝ;DENÝZLÝ;1959.0
Þahin TÝN;26;AK PARTÝ;DENÝZLÝ;1966.0
Altan TAN;26;BAÐIMSIZ;DÝYARBAKIR;1958.0
Çaðlar DEMÝREL;26;HDP;DÝYARBAKIR;1969.0
Ebubekir BAL;26;AK PARTÝ;DÝYARBAKIR;1964.0
Feleknas UCA;26;HDP;DÝYARBAKIR;1976.0
Ýdris BALUKEN;26;HDP;DÝYARBAKIR;1976.0
Ýmam TAÞÇIER;26;HDP;DÝYARBAKIR;1959.0
Mehmet Galip ENSARÝOÐLU;26;AK PARTÝ;DÝYARBAKIR;1966.0
Nimetullah ERDOÐMUÞ;26;HDP;DÝYARBAKIR;1960.0
Nursel AYDOÐAN;26;HDP;DÝYARBAKIR;1958.0
Sibel YÝÐÝTALP;26;HDP;DÝYARBAKIR;1971
Ziya PÝR;26;HDP;DÝYARBAKIR;1970.0
Ayþe KEÞÝR;26;AK PARTÝ;DÜZCE;1967.0
Faruk ÖZLÜ;26;AK PARTÝ;DÜZCE;1962
Fevai ARSLAN;26;AK PARTÝ;DÜZCE;1966.0
Erdin BÝRCAN;26;CHP;EDÝRNE;1959
Okan GAYTANCIOÐLU;26;CHP;EDÝRNE;1967.0
Rafet SEZEN;26;AK PARTÝ;EDÝRNE;1956.0
Ejder AÇIKKAPI;26;AK PARTÝ;ELAZIÐ;1968.0
Metin BULUT;26;AK PARTÝ;ELAZIÐ;1971.0
Ömer SERDAR;26;AK PARTÝ;ELAZIÐ;1963.0
Tahir ÖZTÜRK;26;AK PARTÝ;ELAZIÐ;1950.0
Sebahattin KARAKELLE;26;AK PARTÝ;ERZÝNCAN;1950
Serkan BAYRAM;26;AK PARTÝ;ERZÝNCAN;1974.0
Ýbrahim AYDEMÝR;26;AK PARTÝ;ERZURUM;1962
Kamil AYDIN;26;MHP;ERZURUM;1963.0
Mustafa ILICALI;26;AK PARTÝ;ERZURUM;1954.0
Orhan DELÝGÖZ;26;AK PARTÝ;ERZURUM;1965.0
Recep AKDAÐ;26;AK PARTÝ;ERZURUM;1960.0
Zehra TAÞKESENLÝOÐLU BAN;26;AK PARTÝ;ERZURUM;1972.0
Cemal Okan YÜKSEL;26;CHP;ESKÝÞEHÝR;1973.0
Emine Nur GÜNAY;26;AK PARTÝ;ESKÝÞEHÝR;1962.0
Gaye USLUER;26;CHP;ESKÝÞEHÝR;1957
Harun KARACAN;26;AK PARTÝ;ESKÝÞEHÝR;1966
Nabi AVCI;26;AK PARTÝ;ESKÝÞEHÝR;1953
Utku ÇAKIRÖZER;26;CHP;ESKÝÞEHÝR;1970.0
Abdulhamit GÜL;26;AK PARTÝ;GAZÝANTEP;1977.0
Abdulkadir YÜKSEL;26;AK PARTÝ;GAZÝANTEP;1962.0
Abdullah Nejat KOÇER;26;AK PARTÝ;GAZÝANTEP;1963.0
Ahmet UZER;26;AK PARTÝ;GAZÝANTEP;1956.0
Akif EKÝCÝ;26;CHP;GAZÝANTEP;1955.0
Canan CANDEMÝR ÇELÝK;26;AK PARTÝ;GAZÝANTEP;1974.0
Mahmut TOÐRUL;26;HDP;GAZÝANTEP;1967.0
Mehmet ERDOÐAN;26;AK PARTÝ;GAZÝANTEP;1956.0
Mehmet GÖKDAÐ;26;CHP;GAZÝANTEP;1961.0
Mehmet ÞÝMÞEK;26;AK PARTÝ;GAZÝANTEP;1967
Þamil TAYYAR;26;AK PARTÝ;GAZÝANTEP;1965.0
Ümit ÖZDAÐ;26;ÝYÝ PARTÝ;GAZÝANTEP;1961.0
Bülent Yener BEKTAÞOÐLU;26;CHP;GÝRESUN;1953.0
Cemal ÖZTÜRK;26;AK PARTÝ;GÝRESUN;1958.0
Nurettin CANÝKLÝ;26;AK PARTÝ;GÝRESUN;1960.0
Sabri ÖZTÜRK;26;AK PARTÝ;GÝRESUN;1973.0
Cihan PEKTAÞ;26;AK PARTÝ;GÜMÜÞHANE;1970.0
Hacý Osman AKGÜL;26;AK PARTÝ;GÜMÜÞHANE;1960.0
Abdullah ZEYDAN;26;HDP;HAKKARÝ;1972.0
Nihat AKDOÐAN;26;HDP;HAKKARÝ;1980.0
Selma IRMAK;26;HDP;HAKKARÝ;1971
Adem YEÞÝLDAL;26;AK PARTÝ;HATAY;1976.0
Birol ERTEM;26;CHP;HATAY;1968.0
Fevzi ÞANVERDÝ;26;AK PARTÝ;HATAY;1963.0
Hacý Bayram TÜRKOÐLU;26;AK PARTÝ;HATAY;1954
Hilmi YARAYICI;26;CHP;HATAY;1968.0
Mehmet ÖNTÜRK;26;AK PARTÝ;HATAY;1970.0
Mehmet Necmettin AHRAZOÐLU;26;MHP;HATAY;1955
Mevlüt DUDU;26;CHP;HATAY;1966.0
Orhan KARASAYAR;26;AK PARTÝ;HATAY;1965
Serkan TOPAL;26;CHP;HATAY;1976.0
Mehmet Emin ADIYAMAN;26;HDP;IÐDIR;1961.0
Nurettin ARAS;26;AK PARTÝ;IÐDIR;1954.0
Ýrfan BAKIR;26;CHP;ISPARTA;1954.0
Nuri OKUTAN;26;ÝYÝ PARTÝ;ISPARTA;1962.0
Said YÜCE;26;AK PARTÝ;ISPARTA;1963.0
Süreyya Sadi BÝLGÝÇ;26;AK PARTÝ;ISPARTA;1961.0
Abdullah BAÞCI;26;AK PARTÝ;ÝSTANBUL;1960
Ahmet Hamdi ÇAMLI;26;AK PARTÝ;ÝSTANBUL;1965.0
Ali ÞEKER;26;CHP;ÝSTANBUL;1968.0
Ali ÖZCAN;26;CHP;ÝSTANBUL;1945.0
Arzu ERDEM;26;MHP;ÝSTANBUL;1970.0
Atila KAYA;26;MHP;ÝSTANBUL;1957
Aykut ERDOÐDU;26;CHP;ÝSTANBUL;1972.0
Ayþe Nur BAHÇEKAPILI;26;AK PARTÝ;ÝSTANBUL;1954.0
Aziz BABUÞCU;26;AK PARTÝ;ÝSTANBUL;1964.0
Azmi EKÝNCÝ;26;AK PARTÝ;ÝSTANBUL;1968.0
Barýþ YARKADAÞ;26;CHP;ÝSTANBUL;1974.0
Berat ALBAYRAK;26;AK PARTÝ;ÝSTANBUL;1978
Bihlun TAMAYLIGÝL;26;CHP;ÝSTANBUL;1966.0
Burhan KUZU;26;AK PARTÝ;ÝSTANBUL;1955.0
Celal ADAN;26;MHP;ÝSTANBUL;1951
Celal DOÐAN;26;HDP;ÝSTANBUL;1943.0
Didem ENGÝN;26;CHP;ÝSTANBUL;1977.0
Durmuþ Ali SARIKAYA;26;AK PARTÝ;ÝSTANBUL;1974.0
Dursun ÇÝÇEK;26;CHP;ÝSTANBUL;1960
Edip Semih YALÇIN;26;MHP;ÝSTANBUL;1958.0
Ekmeleddin Mehmet ÝHSANOÐLU;26;MHP;ÝSTANBUL;1943.0
Ekrem ERDEM;26;AK PARTÝ;ÝSTANBUL;1948.0
Engin ALTAY;26;CHP;ÝSTANBUL;1963.0
Erdal ATAÞ;26;HDP;ÝSTANBUL;1974.0
Erdoðan TOPRAK;26;CHP;ÝSTANBUL;1959.0
Eren ERDEM;26;CHP;ÝSTANBUL;1986.0
Erkan KANDEMÝR;26;AK PARTÝ;ÝSTANBUL;1981.0
Erol KAYA;26;AK PARTÝ;ÝSTANBUL;1959
Fatma BENLÝ YALÇIN;26;AK PARTÝ;ÝSTANBUL;1982.0
Fatma Betül SAYAN KAYA;26;AK PARTÝ;ÝSTANBUL;1981.0
Feyzullah KIYIKLIK;26;AK PARTÝ;ÝSTANBUL;1949.0
Filiz KERESTECÝOÐLU DEMÝR;26;HDP;ÝSTANBUL;1961.0
Gamze AKKUÞ ÝLGEZDÝ;26;CHP;ÝSTANBUL;1969.0
Garo PAYLAN;26;HDP;ÝSTANBUL;1972.0
Gülay YEDEKCÝ;26;CHP;ÝSTANBUL;1976.0
Gürsel TEKÝN;26;CHP;ÝSTANBUL;1964.0
Halis DALKILIÇ;26;AK PARTÝ;ÝSTANBUL;1968.0
Harun KARACA;26;AK PARTÝ;ÝSTANBUL;1962.0
Hasan TURAN;26;AK PARTÝ;ÝSTANBUL;1967.0
Hasan SERT;26;AK PARTÝ;ÝSTANBUL;1961.0
Hayati YAZICI;26;AK PARTÝ;ÝSTANBUL;1952.0
Haydar Ali YILDIZ;26;AK PARTÝ;ÝSTANBUL;1971.0
Hulusi ÞENTÜRK;26;AK PARTÝ;ÝSTANBUL;1963.0
Hurþit YILDIRIM;26;AK PARTÝ;ÝSTANBUL;1974.0
Hüda KAYA;26;HDP;ÝSTANBUL;1960.0
Hüseyin BÜRGE;26;AK PARTÝ;ÝSTANBUL;1955.0
Ýlhan CÝHANER;26;CHP;ÝSTANBUL;1968.0
Ýlhan KESÝCÝ;26;CHP;ÝSTANBUL;1948.0
Ýsmail KAHRAMAN;26;AK PARTÝ;ÝSTANBUL;1940.0
Ýsmail Faruk AKSU;26;MHP;ÝSTANBUL;1963.0
Ýsmet UÇMA;26;AK PARTÝ;ÝSTANBUL;1955.0
Ýzzet Ulvi YÖNTER;26;MHP;ÝSTANBUL;1976.0
Kadri Enis BERBEROÐLU;26;CHP;ÝSTANBUL;1956
Mahmut TANAL;26;CHP;ÝSTANBUL;1961.0
Markar ESEYAN;26;AK PARTÝ;ÝSTANBUL;1969
Mehmet MUÞ;26;AK PARTÝ;ÝSTANBUL;1982.0
Mehmet BEKAROÐLU;26;CHP;ÝSTANBUL;1954
Mehmet METÝNER;26;AK PARTÝ;ÝSTANBUL;1960.0
Mehmet Akif HAMZAÇEBÝ;26;CHP;ÝSTANBUL;1953.0
Mehmet Ali PULCU;26;AK PARTÝ;ÝSTANBUL;1960.0
Mehmet Doðan KUBAT;26;AK PARTÝ;ÝSTANBUL;1969.0
Mehmet Mehdi EKER;26;AK PARTÝ;ÝSTANBUL;1956.0
Metin KÜLÜNK;26;AK PARTÝ;ÝSTANBUL;1960.0
Mihrimah Belma SATIR;26;AK PARTÝ;ÝSTANBUL;1961.0
Mustafa ATAÞ;26;AK PARTÝ;ÝSTANBUL;1957
Mustafa ÞENTOP;26;AK PARTÝ;ÝSTANBUL;1968.0
Mustafa YENEROÐLU;26;AK PARTÝ;ÝSTANBUL;1975.0
Mustafa Sezgin TANRIKULU;26;CHP;ÝSTANBUL;1963.0
Mürteza ZENGÝN;26;AK PARTÝ;ÝSTANBUL;1964.0
Nureddin NEBATÝ;26;AK PARTÝ;ÝSTANBUL;1964
Oðuz Kaan SALICI;26;CHP;ÝSTANBUL;1972
Onursal ADIGÜZEL;26;CHP;ÝSTANBUL;1985.0
Osman BOYRAZ;26;AK PARTÝ;ÝSTANBUL;1974.0
Pervin BULDAN;26;HDP;ÝSTANBUL;1967
Ravza KAVAKCI KAN;26;AK PARTÝ;ÝSTANBUL;1972.0
Selahattin DEMÝRTAÞ;26;HDP;ÝSTANBUL;1973.0
Selina DOÐAN;26;CHP;ÝSTANBUL;1977
Serap YAÞAR;26;AK PARTÝ;ÝSTANBUL;1965.0
Sibel ÖZDEMÝR;26;CHP;ÝSTANBUL;1979.0
Süleyman Sencer AYATA;26;CHP;ÝSTANBUL;1949
Þafak PAVEY;26;CHP;ÝSTANBUL;1976.0
Þirin ÜNAL;26;AK PARTÝ;ÝSTANBUL;1954
Tülay KAYNARCA;26;AK PARTÝ;ÝSTANBUL;1969.0
Volkan BOZKIR;26;AK PARTÝ;ÝSTANBUL;1950.0
Yakup AKKAYA;26;CHP;ÝSTANBUL;1957.0
Yýldýz SEFERÝNOÐLU;26;AK PARTÝ;ÝSTANBUL;1969.0
Zeynel EMRE;26;CHP;ÝSTANBUL;1981.0
Ahmet Kenan TANRIKULU;26;MHP;ÝZMÝR;1958.0
Ahmet Tuncay ÖZKAN;26;CHP;ÝZMÝR;1966.0
Ali YÝÐÝT;26;CHP;ÝZMÝR;1955.0
Atila SERTEL;26;CHP;ÝZMÝR;1956.0
Aytun ÇIRAY;26;ÝYÝ PARTÝ;ÝZMÝR;1957.0
Binali YILDIRIM;26;AK PARTÝ;ÝZMÝR;1955.0
Ertuðrul KÜRKCÜ;26;HDP;ÝZMÝR;1948
Fatma Seniha Nükhet HOTAR;26;AK PARTÝ;ÝZMÝR;1961.0
Hamza DAÐ;26;AK PARTÝ;ÝZMÝR;1980.0
Hüseyin KOCABIYIK;26;AK PARTÝ;ÝZMÝR;1963
Ýbrahim Mustafa TURHAN;26;AK PARTÝ;ÝZMÝR;1968.0
Kamil Okyay SINDIR;26;CHP;ÝZMÝR;1962
Kemal KILIÇDAROÐLU;26;CHP;ÝZMÝR;1948
Kerem Ali SÜREKLÝ;26;AK PARTÝ;ÝZMÝR;1965
Mahmut Atilla KAYA;26;AK PARTÝ;ÝZMÝR;1973
Murat BAKAN;26;CHP;ÝZMÝR;1972
Musa ÇAM;26;CHP;ÝZMÝR;1953.0
Mustafa Ali BALBAY;26;CHP;ÝZMÝR;1960.0
Müslüm DOÐAN;26;HDP;ÝZMÝR;1959.0
Necip KALKAN;26;AK PARTÝ;ÝZMÝR;1950.0
Oktay VURAL;26;MHP;ÝZMÝR;1956.0
Özcan PURÇU;26;CHP;ÝZMÝR;1977.0
Selin SAYEK BÖKE;26;CHP;ÝZMÝR;1972
Tacettin BAYIR;26;CHP;ÝZMÝR;1960.0
Zekeriya TEMÝZEL;26;CHP;ÝZMÝR;1948.0
Zeynep ALTIOK;26;CHP;ÝZMÝR;1969.0
Celalettin GÜVENÇ;26;AK PARTÝ;KAHRAMANMARAÞ;1959.0
Fahrettin Oðuz TOR;26;MHP;KAHRAMANMARAÞ;1957.0
Ýmran KILIÇ;26;AK PARTÝ;KAHRAMANMARAÞ;1957.0
Mahir ÜNAL;26;AK PARTÝ;KAHRAMANMARAÞ;1966
Mehmet Ýlker ÇÝTÝL;26;AK PARTÝ;KAHRAMANMARAÞ;1969.0
Mehmet Uður DÝLÝPAK;26;AK PARTÝ;KAHRAMANMARAÞ;1972.0
Nursel REYHANLIOÐLU;26;AK PARTÝ;KAHRAMANMARAÞ;1968.0
Veysi KAYNAK;26;AK PARTÝ;KAHRAMANMARAÞ;1962.0
Burhanettin UYSAL;26;AK PARTÝ;KARABÜK;1967.0
Mehmet Ali ÞAHÝN;26;AK PARTÝ;KARABÜK;1950.0
Recep ÞEKER;26;AK PARTÝ;KARAMAN;1972
Recep KONUK;26;AK PARTÝ;KARAMAN;1956.0
Ahmet ARSLAN;26;AK PARTÝ;KARS;1944
Ayhan BÝLGEN;26;HDP;KARS;1971.0
Yusuf Selahattin BEYRÝBEY;26;AK PARTÝ;KARS;1955.0
Hakký KÖYLÜ;26;AK PARTÝ;KASTAMONU;1948.0
Metin ÇELÝK;26;AK PARTÝ;KASTAMONU;1977.0
Murat DEMÝR;26;AK PARTÝ;KASTAMONU;1995
Çetin ARIK;26;CHP;KAYSERÝ;1971.0
Hülya NERGÝS;26;AK PARTÝ;KAYSERÝ;1967.0
Ýsmail TAMER;26;AK PARTÝ;KAYSERÝ;1956.0
Ýsmail Emrah KARAYEL;26;AK PARTÝ;KAYSERÝ;1978
Mehmet ÖZHASEKÝ;26;AK PARTÝ;KAYSERÝ;1957.0
Mustafa ELÝTAÞ;26;AK PARTÝ;KAYSERÝ;1957.0
Sami DEDEOÐLU;26;AK PARTÝ;KAYSERÝ;1953.0
Taner YILDIZ;26;AK PARTÝ;KAYSERÝ;1962.0
Yusuf HALAÇOÐLU;26;ÝYÝ PARTÝ;KAYSERÝ;1949.0
Abdullah ÖZTÜRK;26;AK PARTÝ;KIRIKKALE;1989
Mehmet DEMÝR;26;AK PARTÝ;KIRIKKALE;1963.0
Ramazan CAN;26;AK PARTÝ;KIRIKKALE;1970.0
Selahattin MÝNSOLMAZ;26;AK PARTÝ;KIRKLARELÝ;1970.0
Türabi KAYAN;26;CHP;KIRKLARELÝ;1955.0
Vecdi GÜNDOÐDU;26;CHP;KIRKLARELÝ;1969.0
Mikail ARSLAN;26;AK PARTÝ;KIRÞEHÝR;1961.0
Salih ÇETÝNKAYA;26;AK PARTÝ;KIRÞEHÝR;1972.0
Mustafa Hilmi DÜLGER;26;AK PARTÝ;KÝLÝS;1962
Reþit POLAT;26;AK PARTÝ;KÝLÝS;1975.0
Cemil YAMAN;26;AK PARTÝ;KOCAELÝ;1970.0
Fatma KAPLAN HÜRRÝYET;26;CHP;KOCAELÝ;1982.0
Fikri IÞIK;26;AK PARTÝ;KOCAELÝ;1965.0
Haydar AKAR;26;CHP;KOCAELÝ;1963
Ýlyas ÞEKER;26;AK PARTÝ;KOCAELÝ;1960.0
Mehmet Akif YILMAZ;26;AK PARTÝ;KOCAELÝ;1975.0
Radiye Sezer KATIRCIOÐLU;26;AK PARTÝ;KOCAELÝ;1965.0
Saffet SANCAKLI;26;MHP;KOCAELÝ;1966
Sami ÇAKIR;26;AK PARTÝ;KOCAELÝ;1958.0
Tahsin TARHAN;26;CHP;KOCAELÝ;1964.0
Zeki AYGÜN;26;AK PARTÝ;KOCAELÝ;1953.0
Abdullah AÐRALI;26;AK PARTÝ;KONYA;1969.0
Ahmet SORGUN;26;AK PARTÝ;KONYA;1958.0
Ahmet DAVUTOÐLU;26;AK PARTÝ;KONYA;1959
Hacý Ahmet ÖZDEMÝR;26;AK PARTÝ;KONYA;1961.0
Halil ETYEMEZ;26;AK PARTÝ;KONYA;1965.0
Hüsnüye ERDOÐAN;26;AK PARTÝ;KONYA;1965.0
