name;term;party;city;birth_year
Ahmet Selim YURDAKUL;25;MHP;ANTALYA;1966.0
Çetin Osman BUDAK;25;CHP;ANTALYA;1960.0
Deniz BAYKAL;25;CHP;ANTALYA;1938.0
Devrim KÖK;25;CHP;ANTALYA;1977.0
Gökcen ÖZDOÐAN ENÇ;25;AK PARTÝ;ANTALYA;1976.0
Hakký Saruhan OLUÇ;25;HDP;ANTALYA;1958
Hüseyin SAMANÝ;25;AK PARTÝ;ANTALYA;1964.0
Lütfi ELVAN;25;AK PARTÝ;ANTALYA;1962.0
Mehmet GÜNAL;25;MHP;ANTALYA;1964.0
Mustafa KÖSE;25;AK PARTÝ;ANTALYA;1977.0
Mustafa AKAYDIN;25;CHP;ANTALYA;1952.0
Niyazi Nefi KARA;25;CHP;ANTALYA;1969.0
Sena Nur ÇELÝK;25;AK PARTÝ;ANTALYA;1986.0
Tarkan AKILLI;25;MHP;ANTALYA;1969.0
Orhan ATALAY;25;AK PARTÝ;ARDAHAN;1965.0
Taþkýn AKTAÞ;25;HDP;ARDAHAN;1965.0
Ýsrafil KIÞLA;25;AK PARTÝ;ARTVÝN;1959.0
Uður BAYRAKTUTAN;25;CHP;ARTVÝN;1965.0
Abdurrahman ÖZ;25;AK PARTÝ;AYDIN;1971.0
Ali UZUNIRMAK;25;MHP;AYDIN;1958.0
Bülent TEZCAN;25;CHP;AYDIN;1965.0
Hüseyin YILDIZ;25;CHP;AYDIN;1967.0
Mehmet Fatih ATAY;25;CHP;AYDIN;1957.0
Mehmet Sadýk ATAY;25;AK PARTÝ;AYDIN;1973.0
Metin Lütfi BAYDAR;25;CHP;AYDIN;1960
Ahmet AKIN;25;CHP;BALIKESÝR;1973.0
Ali AYDINLIOÐLU;25;AK PARTÝ;BALIKESÝR;1958.0
Ýsmail OK;25;MHP;BALIKESÝR;1964
Mahmut POYRAZLI;25;AK PARTÝ;BALIKESÝR;1965
Mehmet TÜM;25;CHP;BALIKESÝR;1957.0
Namýk HAVUTÇA;25;CHP;BALIKESÝR;1957.0
Recep ÇETÝN;25;MHP;BALIKESÝR;1960.0
Sema KIRCI;25;AK PARTÝ;BALIKESÝR;1971.0
Muhammet Rýza YALÇINKAYA;25;CHP;BARTIN;1955.0
Yýlmaz TUNÇ;25;AK PARTÝ;BARTIN;1971
Ali ATALAN;25;HDP;BATMAN;1968.0
Ayþe ACAR BAÞARAN;25;HDP;BATMAN;1985.0
Saadet BECEREKLÝ;25;HDP;BATMAN;1955.0
Ziver ÖZDEMÝR;25;AK PARTÝ;BATMAN;1965.0
Karabey Kadri KARAOÐLU;25;MHP;BAYBURT;1966.0
Naci AÐBAL;25;AK PARTÝ;BAYBURT;1968.0
Halil ELDEMÝR;25;AK PARTÝ;BÝLECÝK;1973
Yaþar TÜZÜN;25;CHP;BÝLECÝK;1966
Enver FEHMÝOÐLU;25;AK PARTÝ;BÝNGÖL;1956.0
Hiþyar ÖZSOY;25;HDP;BÝNGÖL;1977
Þebnem ELGÖRMÜÞ;25;AK PARTÝ;BÝNGÖL;1977.0
Mahmut Celadet GAYDALI;25;HDP;BÝTLÝS;1951.0
Mizgin IRGAT;25;HDP;BÝTLÝS;1978.0
Vedat DEMÝRÖZ;25;AK PARTÝ;BÝTLÝS;1956.0
Ali ERCOÞKUN;25;AK PARTÝ;BOLU;1971.0
Fehmi KÜPÇÜ;25;AK PARTÝ;BOLU;1974.0
Tanju ÖZCAN;25;CHP;BOLU;1973.0
Alparslan Ahmet DURSUN;25;MHP;BURDUR;1973.0
Mehmet GÖKER;25;CHP;BURDUR;1967
Reþat PETEK;25;AK PARTÝ;BURDUR;1955.0
Asiye KOLÇAK;25;HDP;BURSA;1964.0
Bennur KARABURUN;25;AK PARTÝ;BURSA;1973
Cemalettin Kani TORUN;25;AK PARTÝ;BURSA;1959.0
Ceyhun ÝRGÝL;25;CHP;BURSA;1965.0
Emine YAVUZ GÖZGEÇ;25;AK PARTÝ;BURSA;1969.0
Erkan AYDIN;25;CHP;BURSA;1974.0
Hakan ÇAVUÞOÐLU;25;AK PARTÝ;BURSA;1972.0
Hüseyin ÞAHÝN;25;AK PARTÝ;BURSA;1968
Ýsmet SU;25;AK PARTÝ;BURSA;1959.0
Ýsmet BÜYÜKATAMAN;25;MHP;BURSA;1953.0
Kadir KOÇDEMÝR;25;MHP;BURSA;1964.0
Lale KARABIYIK;25;CHP;BURSA;1965.0
Mehmet MÜEZZÝNOÐLU;25;AK PARTÝ;BURSA;1955
Nurhayat ALTACA KAYIÞOÐLU;25;CHP;BURSA;1978
Orhan SARIBAL;25;CHP;BURSA;1966.0
Önder MATLI;25;AK PARTÝ;BURSA;1972.0
Tevfik TOPÇU;25;MHP;BURSA;1958.0
Zekeriya BÝRKAN;25;AK PARTÝ;BURSA;1967.0
Bülent TURAN;25;AK PARTÝ;ÇANAKKALE;1975.0
Bülent ÖZ;25;CHP;ÇANAKKALE;1972.0
Ýbrahim Kürþat TUNA;25;MHP;ÇANAKKALE;1976.0
Muharrem ERKEK;25;CHP;ÇANAKKALE;1969
Hüseyin FÝLÝZ;25;AK PARTÝ;ÇANKIRI;1958.0
Muhammet Emin AKBAÞOÐLU;25;AK PARTÝ;ÇANKIRI;1968
Cahit BAÐCI;25;AK PARTÝ;ÇORUM;1964.0
Lütfiye Ýlksen CERÝTOÐLU KURT;25;AK PARTÝ;ÇORUM;1970.0
Salim USLU;25;AK PARTÝ;ÇORUM;1955.0
Tufan KÖSE;25;CHP;ÇORUM;1967.0
Bilal UÇAR;25;AK PARTÝ;DENÝZLÝ;1969
Emin Haluk AYHAN;25;MHP;DENÝZLÝ;1957.0
Gülizar BÝÇER KARACA;25;CHP;DENÝZLÝ;1967.0
Kazým ARSLAN;25;CHP;DENÝZLÝ;1954.0
Mehmet YÜKSEL;25;AK PARTÝ;DENÝZLÝ;1955
Melike ERSOY;25;CHP;DENÝZLÝ;1978
Nihat ZEYBEKCÝ;25;AK PARTÝ;DENÝZLÝ;1961.0
Altan TAN;25;HDP;DÝYARBAKIR;1958.0
Cevdet YILMAZ;25;AK PARTÝ;DÝYARBAKIR;1967.0
Çaðlar DEMÝREL;25;HDP;DÝYARBAKIR;1969.0
Edib BERK;25;HDP;DÝYARBAKIR;1965.0
Feleknas UCA;25;HDP;DÝYARBAKIR;1976.0
Ýdris BALUKEN;25;HDP;DÝYARBAKIR;1976.0
Ýmam TAÞÇIER;25;HDP;DÝYARBAKIR;1959.0
Nimetullah ERDOÐMUÞ;25;HDP;DÝYARBAKIR;1960.0
Nursel AYDOÐAN;25;HDP;DÝYARBAKIR;1958.0
Sibel YÝÐÝTALP;25;HDP;DÝYARBAKIR;1971
Ziya PÝR;25;HDP;DÝYARBAKIR;1970.0
Ayþe KEÞÝR;25;AK PARTÝ;DÜZCE;1967.0
Faruk ÖZLÜ;25;AK PARTÝ;DÜZCE;1962
Fevai ARSLAN;25;AK PARTÝ;DÜZCE;1966.0
Erdin BÝRCAN;25;CHP;EDÝRNE;1959
Okan GAYTANCIOÐLU;25;CHP;EDÝRNE;1967.0
Þemsettin EMÝR;25;AK PARTÝ;EDÝRNE;1954.0
Metin BULUT;25;AK PARTÝ;ELAZIÐ;1971.0
Serpil BULUT;25;AK PARTÝ;ELAZIÐ;1965.0
Þuay ALPAY;25;AK PARTÝ;ELAZIÐ;1960.0
Yavuz TEMÝZER;25;MHP;ELAZIÐ;1976.0
Erdoðan ÖZYALÇIN;25;CHP;ERZÝNCAN;1965.0
Talha Erol DURMAZ;25;AK PARTÝ;ERZÝNCAN;1973.0
Adnan YILMAZ;25;AK PARTÝ;ERZURUM;1953.0
Efkan ALA;25;AK PARTÝ;ERZURUM;1965
Ýbrahim AYDEMÝR;25;AK PARTÝ;ERZURUM;1962
Kamil AYDIN;25;MHP;ERZURUM;1963.0
Seher AKÇINAR BAYAR;25;HDP;ERZURUM;1982.0
Zehra TAÞKESENLÝOÐLU BAN;25;AK PARTÝ;ERZURUM;1972.0
Cemal Okan YÜKSEL;25;CHP;ESKÝÞEHÝR;1973.0
Gaye USLUER;25;CHP;ESKÝÞEHÝR;1957
Nabi AVCI;25;AK PARTÝ;ESKÝÞEHÝR;1953
Ruhsar DEMÝREL;25;MHP;ESKÝÞEHÝR;1963.0
Salih KOCA;25;AK PARTÝ;ESKÝÞEHÝR;1972.0
Utku ÇAKIRÖZER;25;CHP;ESKÝÞEHÝR;1970.0
Abdulhamit GÜL;25;AK PARTÝ;GAZÝANTEP;1977.0
Abdullah Nejat KOÇER;25;AK PARTÝ;GAZÝANTEP;1963.0
Canan CANDEMÝR ÇELÝK;25;AK PARTÝ;GAZÝANTEP;1974.0
Celal DOÐAN;25;HDP;GAZÝANTEP;1943.0
Ertuðrul Tolga ORHAN;25;MHP;GAZÝANTEP;1979.0
Mahmut TOÐRUL;25;HDP;GAZÝANTEP;1967.0
Mehmet ERDOÐAN;25;AK PARTÝ;GAZÝANTEP;1964.0
Mehmet GÖKDAÐ;25;CHP;GAZÝANTEP;1961.0
Mehmet ÞEKER;25;CHP;GAZÝANTEP;1963
Mehmet ÞÝMÞEK;25;AK PARTÝ;GAZÝANTEP;1967
Þamil TAYYAR;25;AK PARTÝ;GAZÝANTEP;1965.0
Ümit ÖZDAÐ;25;MHP;GAZÝANTEP;1961.0
Adem TATLI;25;AK PARTÝ;GÝRESUN;1968.0
Bülent Yener BEKTAÞOÐLU;25;CHP;GÝRESUN;1953.0
Orhan ERZURUM;25;MHP;GÝRESUN;1971.0
Turhan ALÇELÝK;25;AK PARTÝ;GÝRESUN;1958
Kemalettin AYDIN;25;AK PARTÝ;GÜMÜÞHANE;1962
Mustafa CANLI;25;MHP;GÜMÜÞHANE;1962.0
Abdullah ZEYDAN;25;HDP;HAKKARÝ;1972.0
Nihat AKDOÐAN;25;HDP;HAKKARÝ;1980.0
Selma IRMAK;25;HDP;HAKKARÝ;1971
Adem YEÞÝLDAL;25;AK PARTÝ;HATAY;1976.0
Adnan Þefik ÇÝRKÝN;25;MHP;HATAY;1962.0
Birol ERTEM;25;CHP;HATAY;1968.0
Hacý Bayram TÜRKOÐLU;25;AK PARTÝ;HATAY;1954
Hilmi YARAYICI;25;CHP;HATAY;1968.0
Mehmet ÖNTÜRK;25;AK PARTÝ;HATAY;1970.0
Mehmet ALÐAN;25;AK PARTÝ;HATAY;1986
Mevlüt DUDU;25;CHP;HATAY;1966.0
Orhan KARASAYAR;25;AK PARTÝ;HATAY;1965
Serkan TOPAL;25;CHP;HATAY;1976.0
Kýznaz TÜRKELÝ TÜRÝDÝ;25;HDP;IÐDIR;1962
Mehmet Emin ADIYAMAN;25;HDP;IÐDIR;1961.0
Ýrfan BAKIR;25;CHP;ISPARTA;1954.0
Nuri OKUTAN;25;MHP;ISPARTA;1962.0
Recep ÖZEL;25;AK PARTÝ;ISPARTA;1969.0
Süreyya Sadi BÝLGÝÇ;25;AK PARTÝ;ISPARTA;1961.0
Abdullah Levent TÜZEL;25;HDP;ÝSTANBUL;1961.0
Abdurrahim BOYNUKALIN;25;AK PARTÝ;ÝSTANBUL;1987.0
Alev DEDEGÝL;25;AK PARTÝ;ÝSTANBUL;1958
Ali ÞEKER;25;CHP;ÝSTANBUL;1968.0
Ali KENANOÐLU;25;HDP;ÝSTANBUL;1971
Ali ÖZCAN;25;CHP;ÝSTANBUL;1945.0
Arzu ERDEM;25;MHP;ÝSTANBUL;1970.0
Atila KAYA;25;MHP;ÝSTANBUL;1957
Aykut ERDOÐDU;25;CHP;ÝSTANBUL;1972.0
Ayþe Nur BAHÇEKAPILI;25;AK PARTÝ;ÝSTANBUL;1954.0
Aziz BABUÞCU;25;AK PARTÝ;ÝSTANBUL;1964.0
Barýþ YARKADAÞ;25;CHP;ÝSTANBUL;1974.0
Berat ALBAYRAK;25;AK PARTÝ;ÝSTANBUL;1978
Bihlun TAMAYLIGÝL;25;CHP;ÝSTANBUL;1966.0
Celal ADAN;25;MHP;ÝSTANBUL;1951
Didem ENGÝN;25;CHP;ÝSTANBUL;1977.0
Durmuþ Ali SARIKAYA;25;AK PARTÝ;ÝSTANBUL;1974.0
Dursun ÇÝÇEK;25;CHP;ÝSTANBUL;1960
Edip Semih YALÇIN;25;MHP;ÝSTANBUL;1958.0
Ekmeleddin Mehmet ÝHSANOÐLU;25;MHP;ÝSTANBUL;1943.0
Ekrem ERDEM;25;AK PARTÝ;ÝSTANBUL;1948.0
Emine Beyza ÜSTÜN;25;HDP;ÝSTANBUL;1957.0
Engin ALTAY;25;CHP;ÝSTANBUL;1963.0
Erdal ATAÞ;25;HDP;ÝSTANBUL;1974.0
Erdoðan TOPRAK;25;CHP;ÝSTANBUL;1959.0
Eren ERDEM;25;CHP;ÝSTANBUL;1986.0
Erkan KANDEMÝR;25;AK PARTÝ;ÝSTANBUL;1981.0
Erol KAYA;25;AK PARTÝ;ÝSTANBUL;1959
Ethem TOLGA;25;AK PARTÝ;ÝSTANBUL;1950
Fatma BENLÝ YALÇIN;25;AK PARTÝ;ÝSTANBUL;1982.0
Feyzullah KIYIKLIK;25;AK PARTÝ;ÝSTANBUL;1949.0
Filiz KERESTECÝOÐLU DEMÝR;25;HDP;ÝSTANBUL;1961.0
Gamze AKKUÞ ÝLGEZDÝ;25;CHP;ÝSTANBUL;1969.0
Garo PAYLAN;25;HDP;ÝSTANBUL;1972.0
Gülay YEDEKCÝ;25;CHP;ÝSTANBUL;1976.0
Gürsel TEKÝN;25;CHP;ÝSTANBUL;1964.0
Halis DALKILIÇ;25;AK PARTÝ;ÝSTANBUL;1968.0
Harun KARACA;25;AK PARTÝ;ÝSTANBUL;1962.0
Hasan SERT;25;AK PARTÝ;ÝSTANBUL;1961.0
Haydar Ali YILDIZ;25;AK PARTÝ;ÝSTANBUL;1971.0
Hüda KAYA;25;HDP;ÝSTANBUL;1960.0
Hüseyin YAYMAN;25;AK PARTÝ;ÝSTANBUL;1969.0
Hüseyin BÜRGE;25;AK PARTÝ;ÝSTANBUL;1955.0
Ýdris GÜLLÜCE;25;AK PARTÝ;ÝSTANBUL;1950.0
Ýhsan ÖZKES;25;BAÐIMSIZ;ÝSTANBUL;1957.0
Ýlhan CÝHANER;25;CHP;ÝSTANBUL;1968.0
Ýlhan KESÝCÝ;25;CHP;ÝSTANBUL;1948.0
Ýsmail Faruk AKSU;25;MHP;ÝSTANBUL;1963.0
Ýsmet UÇMA;25;AK PARTÝ;ÝSTANBUL;1955.0
Ýzzet Ulvi YÖNTER;25;MHP;ÝSTANBUL;1976.0
Kadri Enis BERBEROÐLU;25;CHP;ÝSTANBUL;1956
Mahmut TANAL;25;CHP;ÝSTANBUL;1961.0
Markar ESEYAN;25;AK PARTÝ;ÝSTANBUL;1969
Mehmet MUÞ;25;AK PARTÝ;ÝSTANBUL;1982.0
Mehmet BEKAROÐLU;25;CHP;ÝSTANBUL;1954
Mehmet METÝNER;25;AK PARTÝ;ÝSTANBUL;1960.0
Mehmet Akif HAMZAÇEBÝ;25;CHP;ÝSTANBUL;1953.0
Mehmet Ali PULCU;25;AK PARTÝ;ÝSTANBUL;1960.0
Mehmet Doðan KUBAT;25;AK PARTÝ;ÝSTANBUL;1969.0
Meral AKÞENER;25;MHP;ÝSTANBUL;1956.0
Metin KÜLÜNK;25;AK PARTÝ;ÝSTANBUL;1960.0
Mihrimah Belma SATIR;25;AK PARTÝ;ÝSTANBUL;1961.0
Murat BAÞESGÝOÐLU;25;MHP;ÝSTANBUL;1955.0
Murat ÖZÇELÝK;25;CHP;ÝSTANBUL;1954
Mustafa ÞENTOP;25;AK PARTÝ;ÝSTANBUL;1968.0
Mustafa YENEROÐLU;25;AK PARTÝ;ÝSTANBUL;1975.0
Mustafa Sezgin TANRIKULU;25;CHP;ÝSTANBUL;1963.0
Oðuz Kaan SALICI;25;CHP;ÝSTANBUL;1972
Onursal ADIGÜZEL;25;CHP;ÝSTANBUL;1985.0
Osman CAN;25;AK PARTÝ;ÝSTANBUL;1968.0
Özlem ZENGÝN;25;AK PARTÝ;ÝSTANBUL;1969.0
Pervin BULDAN;25;HDP;ÝSTANBUL;1967
Ravza KAVAKCI KAN;25;AK PARTÝ;ÝSTANBUL;1972.0
Selahattin DEMÝRTAÞ;25;HDP;ÝSTANBUL;1973.0
Selina DOÐAN;25;CHP;ÝSTANBUL;1977
Sevim SAVAÞER;25;AK PARTÝ;ÝSTANBUL;1953.0
Sezai TEMELLÝ;25;HDP;ÝSTANBUL;1963.0
Süleyman Sencer AYATA;25;CHP;ÝSTANBUL;1949
Þafak PAVEY;25;CHP;ÝSTANBUL;1976.0
Þirin ÜNAL;25;AK PARTÝ;ÝSTANBUL;1954
Turgut ÖKER;25;HDP;ÝSTANBUL;1960.0
Tülay KAYNARCA;25;AK PARTÝ;ÝSTANBUL;1969.0
Uður IÞILAK;25;AK PARTÝ;ÝSTANBUL;1971
Uygar Suphi AKTAN;25;MHP;ÝSTANBUL;1973.0
Volkan BOZKIR;25;AK PARTÝ;ÝSTANBUL;1950.0
Zeynel EMRE;25;CHP;ÝSTANBUL;1981.0
Ahmet Kenan TANRIKULU;25;MHP;ÝZMÝR;1958.0
Ahmet Tuncay ÖZKAN;25;CHP;ÝZMÝR;1966.0
Ali YÝÐÝT;25;CHP;ÝZMÝR;1955.0
Aslan SAVAÞAN;25;MHP;ÝZMÝR;1965.0
Aytun ÇIRAY;25;CHP;ÝZMÝR;1957.0
Cemil ÞEBOY;25;AK PARTÝ;ÝZMÝR;1953.0
Ertuðrul KÜRKCÜ;25;HDP;ÝZMÝR;1948
Fatma Seniha Nükhet HOTAR;25;AK PARTÝ;ÝZMÝR;1961.0
Hamza DAÐ;25;AK PARTÝ;ÝZMÝR;1980.0
Hüseyin KOCABIYIK;25;AK PARTÝ;ÝZMÝR;1963
Ýbrahim Mustafa TURHAN;25;AK PARTÝ;ÝZMÝR;1968.0
Kamil Okyay SINDIR;25;CHP;ÝZMÝR;1962
Kemal KILIÇDAROÐLU;25;CHP;ÝZMÝR;1948
Kerem Ali SÜREKLÝ;25;AK PARTÝ;ÝZMÝR;1965
Murat KOÇ;25;MHP;ÝZMÝR;1956.0
Musa ÇAM;25;CHP;ÝZMÝR;1953.0
Mustafa Ali BALBAY;25;CHP;ÝZMÝR;1960.0
Müslüm DOÐAN;25;HDP;ÝZMÝR;1959.0
Nesrin ULEMA;25;AK PARTÝ;ÝZMÝR;1971.0
Oktay VURAL;25;MHP;ÝZMÝR;1956.0
Özcan PURÇU;25;CHP;ÝZMÝR;1977.0
Selin SAYEK BÖKE;25;CHP;ÝZMÝR;1972
Tacettin BAYIR;25;CHP;ÝZMÝR;1960.0
Veysel EROÐLU;25;AK PARTÝ;ÝZMÝR;1948.0
Zekeriya TEMÝZEL;25;CHP;ÝZMÝR;1948.0
Zeynep ALTIOK;25;CHP;ÝZMÝR;1969.0
Fahrettin Oðuz TOR;25;MHP;KAHRAMANMARAÞ;1957.0
Mahir ÜNAL;25;AK PARTÝ;KAHRAMANMARAÞ;1966
Mehmet Ýlker ÇÝTÝL;25;AK PARTÝ;KAHRAMANMARAÞ;1969.0
Mehmet Uður DÝLÝPAK;25;AK PARTÝ;KAHRAMANMARAÞ;1972.0
Nursel REYHANLIOÐLU;25;AK PARTÝ;KAHRAMANMARAÞ;1968.0
Sefer AYCAN;25;MHP;KAHRAMANMARAÞ;1963
Sevda BAYAZIT KAÇAR;25;AK PARTÝ;KAHRAMANMARAÞ;1974
Veysi KAYNAK;25;AK PARTÝ;KAHRAMANMARAÞ;1962.0
Durmuþ YALÇIN;25;MHP;KARABÜK;1963.0
Osman KAHVECÝ;25;AK PARTÝ;KARABÜK;1950.0
Recep ÞEKER;25;AK PARTÝ;KARAMAN;1972
Recep KONUK;25;AK PARTÝ;KARAMAN;1956.0
Ayhan BÝLGEN;25;HDP;KARS;1971.0
Mehmet UÇUM;25;AK PARTÝ;KARS;1965.0
Þafak ERKMEN ÖZANLÝ;25;HDP;KARS;1973
Emin ÇINAR;25;MHP;KASTAMONU;1967.0
Metin ÇELÝK;25;AK PARTÝ;KASTAMONU;1977.0
Mustafa Gökhan GÜLÞEN;25;AK PARTÝ;KASTAMONU;1970.0
Ahmet DOÐAN;25;AK PARTÝ;KAYSERÝ;1961.0
Ali KÝLCÝ;25;MHP;KAYSERÝ;1951
Çetin ARIK;25;CHP;KAYSERÝ;1971.0
Havva TALAY ÇALIÞ;25;AK PARTÝ;KAYSERÝ;1971.0
Kemal TEKDEN;25;AK PARTÝ;KAYSERÝ;1959.0
Mehmet ÖZHASEKÝ;25;AK PARTÝ;KAYSERÝ;1957.0
Süleyman KORKMAZ;25;MHP;KAYSERÝ;1968.0
Yaþar KARAYEL;25;AK PARTÝ;KAYSERÝ;1950.0
Yusuf HALAÇOÐLU;25;MHP;KAYSERÝ;1949.0
Oðuz Kaðan KÖKSAL;25;AK PARTÝ;KIRIKKALE;1948.0
Ramazan CAN;25;AK PARTÝ;KIRIKKALE;1970.0
Seyit Ahmet GÖÇER;25;MHP;KIRIKKALE;1979.0
Hamdi IRMAK;25;AK PARTÝ;KIRKLARELÝ;1961.0
Türabi KAYAN;25;CHP;KIRKLARELÝ;1955.0
Vecdi GÜNDOÐDU;25;CHP;KIRKLARELÝ;1969.0
Cemil Yýldýrým TÜRK;25;MHP;KIRÞEHÝR;1962.0
Salih ÇETÝNKAYA;25;AK PARTÝ;KIRÞEHÝR;1972.0
Mustafa YÜN;25;MHP;KÝLÝS;1968.0
Reþit POLAT;25;AK PARTÝ;KÝLÝS;1975.0
Ali Haydar KONCA;25;HDP;KOCAELÝ;1950.0
Cemalettin KAFLI;25;AK PARTÝ;KOCAELÝ;1971.0
Fatma KAPLAN HÜRRÝYET;25;CHP;KOCAELÝ;1982.0
Fikri IÞIK;25;AK PARTÝ;KOCAELÝ;1965.0
Haydar AKAR;25;CHP;KOCAELÝ;1963
Ýlyas ÞEKER;25;AK PARTÝ;KOCAELÝ;1960.0
Mehmet Akif YILMAZ;25;AK PARTÝ;KOCAELÝ;1975.0
Radiye Sezer KATIRCIOÐLU;25;AK PARTÝ;KOCAELÝ;1965.0
Saffet SANCAKLI;25;MHP;KOCAELÝ;1966
Tahsin TARHAN;25;CHP;KOCAELÝ;1964.0
Zeki AYGÜN;25;AK PARTÝ;KOCAELÝ;1953.0
Abdullah AÐRALI;25;AK PARTÝ;KONYA;1969.0
Ahmet DAVUTOÐLU;25;AK PARTÝ;KONYA;1959
Hacý Ahmet ÖZDEMÝR;25;AK PARTÝ;KONYA;1961.0
Halil ETYEMEZ;25;AK PARTÝ;KONYA;1965.0
Hüsnüye ERDOÐAN;25;AK PARTÝ;KONYA;1965.0
Leyla ÞAHÝN USTA;25;AK PARTÝ;KONYA;1973.0
Mehmet BABAOÐLU;25;AK PARTÝ;KONYA;1965.0
Muhammet Uður KALELÝ;25;AK PARTÝ;KONYA;1958.0
Mustafa KALAYCI;25;MHP;KONYA;1960.0
Mustafa BALOÐLU;25;AK PARTÝ;KONYA;1967.0
Mustafa Hüsnü BOZKURT;25;CHP;KONYA;1950.0
Mustafa Sait GÖNEN;25;MHP;KONYA;1960.0
Rüveyde Gülseren IÞIK;25;AK PARTÝ;KONYA;1985.0
Ziya ALTUNYALDIZ;25;AK PARTÝ;KONYA;1963.0
Alim IÞIK;25;MHP;KÜTAHYA;1959
Ýshak GAZEL;25;AK PARTÝ;KÜTAHYA;1980
