name;term;party;city;birth_year
Mustafa Þükrü NAZLI;25;AK PARTÝ;KÜTAHYA;1966.0
Vural KAVUNCU;25;AK PARTÝ;KÜTAHYA;1966.0
Bülent TÜFENKCÝ;25;AK PARTÝ;MALATYA;1966.0
Mustafa ÞAHÝN;25;AK PARTÝ;MALATYA;1956.0
Nurettin YAÞAR;25;AK PARTÝ;MALATYA;1961.0
Öznur ÇALIK;25;AK PARTÝ;MALATYA;1965.0
Taha ÖZHAN;25;AK PARTÝ;MALATYA;1977.0
Veli AÐBABA;25;CHP;MALATYA;1968
Erkan AKÇAY;25;MHP;MANÝSA;1961.0
Mazlum NURLU;25;CHP;MANÝSA;1965
Murat BAYBATUR;25;AK PARTÝ;MANÝSA;1978.0
Özgür ÖZEL;25;CHP;MANÝSA;1974.0
Recai BERBER;25;AK PARTÝ;MANÝSA;1959.0
Selçuk ÖZDAÐ;25;AK PARTÝ;MANÝSA;1958
Tur YILDIZ BÝÇER;25;CHP;MANÝSA;1968.0
Uður AYDEMÝR;25;AK PARTÝ;MANÝSA;1967.0
Zeynel BALKIZ;25;MHP;MANÝSA;1957.0
Enise ÇOBAN GÜNEYLÝ;25;HDP;MARDÝN;1986.0
Erol DORA;25;HDP;MARDÝN;1964.0
Gülser YILDIRIM;25;HDP;MARDÝN;1963.0
Mehmet Ali ASLAN;25;HDP;MARDÝN;1975.0
Mithat SANCAR;25;HDP;MARDÝN;1963.0
Orhan MÝROÐLU;25;AK PARTÝ;MARDÝN;1953
Ali ÖZ;25;MHP;MERSÝN;1968
Aytuð ATICI;25;CHP;MERSÝN;1964.0
Baki ÞÝMÞEK;25;MHP;MERSÝN;1969.0
Çilem KÜÇÜKKELEÞ;25;HDP;MERSÝN;1978
Dengir Mir Mehmet FIRAT;25;HDP;MERSÝN;1943.0
Durmuþ Fikri SAÐLAR;25;CHP;MERSÝN;1953.0
Hüseyin ÇAMAK;25;CHP;MERSÝN;1948.0
Muhsin KIZILKAYA;25;AK PARTÝ;MERSÝN;1963.0
Mustafa Muhammet GÜLTAK;25;AK PARTÝ;MERSÝN;1969.0
Oktay ÖZTÜRK;25;MHP;MERSÝN;1951
Yýlmaz TEZCAN;25;AK PARTÝ;MERSÝN;1968
Akýn ÜSTÜNDAÐ;25;CHP;MUÐLA;1968.0
Hasan ÖZYER;25;AK PARTÝ;MUÐLA;1960.0
Hasan KÖKTEN;25;AK PARTÝ;MUÐLA;1978.0
Mehmet ERDOÐAN;25;MHP;MUÐLA;1956
Nurettin DEMÝR;25;CHP;MUÐLA;1953.0
Ömer Süha ALDAN;25;CHP;MUÐLA;1959.0
Ahmet YILDIRIM;25;HDP;MUÞ;1974
Burcu ÇELÝK ÖZKAN;25;HDP;MUÞ;1986
Mehmet Emin ÞÝMÞEK;25;AK PARTÝ;MUÞ;1964.0
Mehmet VAROL;25;MHP;NEVÞEHÝR;1964.0
Murat GÖKTÜRK;25;AK PARTÝ;NEVÞEHÝR;1970.0
Mustafa AÇIKGÖZ;25;AK PARTÝ;NEVÞEHÝR;1971.0
Alpaslan KAVAKLIOÐLU;25;AK PARTÝ;NÝÐDE;1962.0
Erdoðan ÖZEGEN;25;AK PARTÝ;NÝÐDE;1965.0
Vedat BAYRAM;25;MHP;NÝÐDE;1956.0
Ýhsan ÞENER;25;AK PARTÝ;ORDU;1965
Mustafa ADIGÜZEL;25;CHP;ORDU;1967
Numan KURTULMUÞ;25;AK PARTÝ;ORDU;1959.0
Oktay ÇANAK;25;AK PARTÝ;ORDU;1975.0
Seyit TORUN;25;CHP;ORDU;1968.0
Devlet BAHÇELÝ;25;MHP;OSMANÝYE;1948.0
Ruhi ERSOY;25;MHP;OSMANÝYE;1972.0
Suat ÖNAL;25;AK PARTÝ;OSMANÝYE;1961.0
Hasan KARAL;25;AK PARTÝ;RÝZE;1973.0
Hikmet AYAR;25;AK PARTÝ;RÝZE;1957.0
Osman Aþkýn BAK;25;AK PARTÝ;RÝZE;1966.0
Ali ÝNCÝ;25;AK PARTÝ;SAKARYA;1959.0
Ali Ýhsan YAVUZ;25;AK PARTÝ;SAKARYA;1969.0
Ayþenur ÝSLAM;25;AK PARTÝ;SAKARYA;1958.0
Engin ÖZKOÇ;25;CHP;SAKARYA;1962.0
Mustafa ÝSEN;25;AK PARTÝ;SAKARYA;1953.0
Recep UNCUOÐLU;25;AK PARTÝ;SAKARYA;1970.0
Zihni AÇBA;25;MHP;SAKARYA;1956.0
Ahmet DEMÝRCAN;25;AK PARTÝ;SAMSUN;1954.0
Akif Çaðatay KILIÇ;25;AK PARTÝ;SAMSUN;1976.0
Çiðdem KARAASLAN;25;AK PARTÝ;SAMSUN;1979.0
Erhan USTA;25;MHP;SAMSUN;1966.0
Fuat KÖKTAÞ;25;AK PARTÝ;SAMSUN;1964.0
Hasan Basri KURT;25;AK PARTÝ;SAMSUN;1978.0
Hayati TEKÝN;25;CHP;SAMSUN;1959.0
Hüseyin EDÝS;25;MHP;SAMSUN;1960.0
Kemal ZEYBEK;25;CHP;SAMSUN;1962.0
Hatice KOCAMAN;25;HDP;SÝÝRT;1977.0
Kadri YILDIRIM;25;HDP;SÝÝRT;1959
Yasin AKTAY;25;AK PARTÝ;SÝÝRT;1966.0
Barýþ KARADENÝZ;25;CHP;SÝNOP;1975.0
Cengiz TOKMAK;25;AK PARTÝ;SÝNOP;1976.0
Ali AKYILDIZ;25;CHP;SÝVAS;1964.0
Celal DAÐGEZ;25;MHP;SÝVAS;1954.0
Hilmi BÝLGÝN;25;AK PARTÝ;SÝVAS;1972
Ýsmet YILMAZ;25;AK PARTÝ;SÝVAS;1961.0
Selim DURSUN;25;AK PARTÝ;SÝVAS;1957
Ahmet Eþref FAKIBABA;25;AK PARTÝ;ÞANLIURFA;1951.0
Dilek ÖCALAN;25;HDP;ÞANLIURFA;1987.0
Halil ÖZCAN;25;AK PARTÝ;ÞANLIURFA;1964.0
Hamide SÜRÜCÜ;25;AK PARTÝ;ÞANLIURFA;1980.0
Ýbrahim AYHAN;25;HDP;ÞANLIURFA;1968.0
Leyla GÜVEN;25;HDP;ÞANLIURFA;1964.0
Mazhar BAÐLI;25;AK PARTÝ;ÞANLIURFA;1965.0
Mehmet Kasým GÜLPINAR;25;AK PARTÝ;ÞANLIURFA;1969.0
Nureddin NEBATÝ;25;AK PARTÝ;ÞANLIURFA;1964
Osman BAYDEMÝR;25;HDP;ÞANLIURFA;1971.0
Seyit EYYÜPOÐLU;25;AK PARTÝ;ÞANLIURFA;1942.0
Ziya ÇALIÞKAN;25;HDP;ÞANLIURFA;1965.0
Aycan ÝRMEZ;25;HDP;ÞIRNAK;1985.0
Faysal SARIYILDIZ;25;HDP;ÞIRNAK;1975.0
Ferhat ENCU;25;HDP;ÞIRNAK;1985
Leyla BÝRLÝK;25;HDP;ÞIRNAK;1974
Ayþe DOÐAN;25;AK PARTÝ;TEKÝRDAÐ;1971
Bülent BELEN;25;MHP;TEKÝRDAÐ;1956.0
Candan YÜCEER;25;CHP;TEKÝRDAÐ;1973.0
Emre KÖPRÜLÜ;25;CHP;TEKÝRDAÐ;1981.0
Faik ÖZTRAK;25;CHP;TEKÝRDAÐ;1954
Mustafa YEL;25;AK PARTÝ;TEKÝRDAÐ;1968.0
Abdurrahman BAÞKAN;25;MHP;TOKAT;1964.0
Celil GÖÇER;25;AK PARTÝ;TOKAT;1970.0
Coþkun ÇAKIR;25;AK PARTÝ;TOKAT;1966.0
Fatma Gaye YÝÐÝT;25;AK PARTÝ;TOKAT;1988
Orhan DÜZGÜN;25;CHP;TOKAT;1967
Adnan GÜNNAR;25;AK PARTÝ;TRABZON;1966
Ayþe Sula KÖSEOÐLU;25;AK PARTÝ;TRABZON;1969.0
Haluk PEKÞEN;25;CHP;TRABZON;1961.0
Koray AYDIN;25;MHP;TRABZON;1955.0
Muhammet BALTA;25;AK PARTÝ;TRABZON;1966.0
Süleyman SOYLU;25;AK PARTÝ;TRABZON;1969.0
Alican ÖNLÜ;25;HDP;TUNCELÝ;1967
Edibe ÞAHÝN;25;HDP;TUNCELÝ;1960
Durmuþ YILMAZ;25;MHP;UÞAK;1947.0
Mehmet ALTAY;25;AK PARTÝ;UÞAK;1972.0
Özkan YALIM;25;CHP;UÞAK;1969.0
Adem GEVERÝ;25;HDP;VAN;1978.0
Burhan KAYATÜRK;25;AK PARTÝ;VAN;1970
Figen YÜKSEKDAÐ ÞENOÐLU;25;HDP;VAN;1971.0
Lezgin BOTAN;25;HDP;VAN;1972
Remzi ÖZGÖKÇE;25;HDP;VAN;1965
Selami ÖZYAÞAR;25;HDP;VAN;1978.0
Tuðba HEZER ÖZTÜRK;25;HDP;VAN;1989
Yurdusev ÖZSÖKMENLER;25;HDP;VAN;1952.0
Fikri DEMÝREL;25;AK PARTÝ;YALOVA;1956.0
Muharrem ÝNCE;25;CHP;YALOVA;1964.0
Abdulkadir AKGÜL;25;AK PARTÝ;YOZGAT;1959
Ertuðrul SOYSAL;25;AK PARTÝ;YOZGAT;1963.0
Sadir DURMAZ;25;MHP;YOZGAT;1963.0
Yusuf BAÞER;25;AK PARTÝ;YOZGAT;1965
Faruk ÇATUROÐLU;25;AK PARTÝ;ZONGULDAK;1961.0
Hüseyin ÖZBAKIR;25;AK PARTÝ;ZONGULDAK;1950.0
Þerafettin TURPCU;25;CHP;ZONGULDAK;1955.0
Ünal DEMÝRTAÞ;25;CHP;ZONGULDAK;1971.0
Zeki ÇAKAN;25;MHP;ZONGULDAK;1950.0
