name;term;party;city;birth_year
Hasan Fehmi KÝNAY;24;AK PARTÝ;KÜTAHYA;1964
Ýdris BAL;24;BAÐIMSIZ;KÜTAHYA;1968.0
Soner AKSOY;24;AK PARTÝ;KÜTAHYA;1941
Vural KAVUNCU;24;AK PARTÝ;KÜTAHYA;1966.0
Hüseyin Cemal AKIN;24;AK PARTÝ;MALATYA;1949.0
Mahmut Mücahit FINDIKLI;24;AK PARTÝ;MALATYA;1957
Mustafa ÞAHÝN;24;AK PARTÝ;MALATYA;1956.0
Ömer Faruk ÖZ;24;AK PARTÝ;MALATYA;1966
Öznur ÇALIK;24;AK PARTÝ;MALATYA;1965.0
Veli AÐBABA;24;CHP;MALATYA;1968
Erkan AKÇAY;24;MHP;MANÝSA;1961.0
Hasan ÖREN;24;CHP;MANÝSA;1953
Hüseyin TANRIVERDÝ;24;AK PARTÝ;MANÝSA;1956.0
Muzaffer YURTTAÞ;24;AK PARTÝ;MANÝSA;1967.0
Özgür ÖZEL;24;CHP;MANÝSA;1974.0
Recai BERBER;24;AK PARTÝ;MANÝSA;1959.0
Sakine ÖZ;24;CHP;MANÝSA;1964.0
Selçuk ÖZDAÐ;24;AK PARTÝ;MANÝSA;1958
Sümer ORAL;24;MHP;MANÝSA;1938.0
Uður AYDEMÝR;24;AK PARTÝ;MANÝSA;1967.0
Abdurrahim AKDAÐ;24;AK PARTÝ;MARDÝN;1960.0
Ahmet TÜRK;24;BAÐIMSIZ;MARDÝN;1942.0
Erol DORA;24;HDP;MARDÝN;1964.0
Gönül BEKÝN ÞAHKULUBEY;24;AK PARTÝ;MARDÝN;1970.0
Gülser YILDIRIM;24;HDP;MARDÝN;1963.0
Muammer GÜLER;24;AK PARTÝ;MARDÝN;1949.0
Ahmet Tevfik UZUN;24;AK PARTÝ;MERSÝN;1968.0
Ali ÖZ;24;MHP;MERSÝN;1968
Ali Rýza ÖZTÜRK;24;CHP;MERSÝN;1956
Aytuð ATICI;24;CHP;MERSÝN;1964.0
Çiðdem Münevver ÖKTEN;24;AK PARTÝ;MERSÝN;1961.0
Ertuðrul KÜRKCÜ;24;HDP;MERSÝN;1948
Ýsa GÖK;24;CHP;MERSÝN;1963
Mehmet ÞANDIR;24;MHP;MERSÝN;1947.0
Mehmet Zafer ÇAÐLAYAN;24;AK PARTÝ;MERSÝN;1957.0
Nebi BOZKURT;24;AK PARTÝ;MERSÝN;1950.0
Vahap SEÇER;24;CHP;MERSÝN;1963
Ali BOÐA;24;AK PARTÝ;MUÐLA;1949.0
Mehmet ERDOÐAN;24;MHP;MUÐLA;1956
Nurettin DEMÝR;24;CHP;MUÐLA;1953.0
Ömer Süha ALDAN;24;CHP;MUÐLA;1959.0
Tolga ÇANDAR;24;CHP;MUÐLA;1959
Yüksel ÖZDEN;24;AK PARTÝ;MUÐLA;1963
Demir ÇELÝK;24;HDP;MUÞ;1959.0
Faruk IÞIK;24;AK PARTÝ;MUÞ;1963.0
Muzaffer ÇAKAR;24;AK PARTÝ;MUÞ;1965.0
Sýrrý SAKÝK;24;BDP;MUÞ;1957.0
Ahmet Erdal FERALAN;24;AK PARTÝ;NEVÞEHÝR;1962.0
Ebubekir GÝZLÝGÝDER;24;AK PARTÝ;NEVÞEHÝR;1979.0
Murat GÖKTÜRK;24;AK PARTÝ;NEVÞEHÝR;1970.0
Alpaslan KAVAKLIOÐLU;24;AK PARTÝ;NÝÐDE;1962.0
Doðan ÞAFAK;24;CHP;NÝÐDE;1966.0
Ömer SELVÝ;24;AK PARTÝ;NÝÐDE;1976.0
Fatih Han ÜNAL;24;AK PARTÝ;ORDU;1968.0
Harun ÇAKIR;24;AK PARTÝ;ORDU;1954.0
Ýdris YILDIZ;24;CHP;ORDU;1950.0
Ýdris Naim ÞAHÝN;24;MÝLAD;ORDU;1956.0
Ýhsan ÞENER;24;AK PARTÝ;ORDU;1965
Mustafa HAMARAT;24;AK PARTÝ;ORDU;1972
Devlet BAHÇELÝ;24;MHP;OSMANÝYE;1948.0
Durdu Mehmet KASTAL;24;AK PARTÝ;OSMANÝYE;1969.0
Hasan Hüseyin TÜRKOÐLU;24;MHP;OSMANÝYE;1968.0
Suat ÖNAL;24;AK PARTÝ;OSMANÝYE;1961.0
Hasan KARAL;24;AK PARTÝ;RÝZE;1973.0
Hayati YAZICI;24;AK PARTÝ;RÝZE;1952.0
Nusret BAYRAKTAR;24;AK PARTÝ;RÝZE;1951.0
Ali Ýhsan YAVUZ;24;AK PARTÝ;SAKARYA;1969.0
Ayhan Sefer ÜSTÜN;24;AK PARTÝ;SAKARYA;1970.0
Ayþenur ÝSLAM;24;AK PARTÝ;SAKARYA;1958.0
Engin ÖZKOÇ;24;CHP;SAKARYA;1962.0
Hasan Ali ÇELÝK;24;AK PARTÝ;SAKARYA;1959.0
Münir KUTLUATA;24;MHP;SAKARYA;1946.0
Þaban DÝÞLÝ;24;AK PARTÝ;SAKARYA;1958.0
Ahmet YENÝ;24;AK PARTÝ;SAMSUN;1955.0
Ahmet Haluk KOÇ;24;CHP;SAMSUN;1954.0
Ahmet Ýhsan KALKAVAN;24;CHP;SAMSUN;1953.0
Akif Çaðatay KILIÇ;24;AK PARTÝ;SAMSUN;1976.0
Cemal Yýlmaz DEMÝR;24;AK PARTÝ;SAMSUN;1960.0
Cemalettin ÞÝMÞEK;24;MHP;SAMSUN;1954.0
Mustafa DEMÝR;24;AK PARTÝ;SAMSUN;1961
Suat KILIÇ;24;AK PARTÝ;SAMSUN;1972.0
Tülay BAKIR;24;AK PARTÝ;SAMSUN;1947
Afif DEMÝRKIRAN;24;AK PARTÝ;SÝÝRT;1952.0
Gültan KIÞANAK;24;BDP;SÝÝRT;1961.0
Osman ÖREN;24;AK PARTÝ;SÝÝRT;1966.0
Engin ALTAY;24;CHP;SÝNOP;1963.0
Mehmet ERSOY;24;AK PARTÝ;SÝNOP;1968
Ali TURAN;24;AK PARTÝ;SÝVAS;1959.0
Hilmi BÝLGÝN;24;AK PARTÝ;SÝVAS;1972
Ýsmet YILMAZ;24;AK PARTÝ;SÝVAS;1961.0
Malik Ecder ÖZDEMÝR;24;CHP;SÝVAS;1954
Mesude Nursuna MEMECAN;24;AK PARTÝ;SÝVAS;1957.0
Abdulkadir Emin ÖNEN;24;AK PARTÝ;ÞANLIURFA;1976.0
Abdulkerim GÖK;24;AK PARTÝ;ÞANLIURFA;1970.0
Faruk ÇELÝK;24;AK PARTÝ;ÞANLIURFA;1956.0
Halil ÖZCAN;24;AK PARTÝ;ÞANLIURFA;1964.0
Ýbrahim AYHAN;24;HDP;ÞANLIURFA;1968.0
Mahmut KAÇAR;24;AK PARTÝ;ÞANLIURFA;1975
Mehmet AKYÜREK;24;AK PARTÝ;ÞANLIURFA;1950.0
Mehmet Kasým GÜLPINAR;24;AK PARTÝ;ÞANLIURFA;1969.0
Seyit EYYÜPOÐLU;24;AK PARTÝ;ÞANLIURFA;1942.0
Yahya AKMAN;24;AK PARTÝ;ÞANLIURFA;1966.0
Zeynep Armaðan USLU;24;AK PARTÝ;ÞANLIURFA;1969
Faysal SARIYILDIZ;24;HDP;ÞIRNAK;1975.0
Hasip KAPLAN;24;HDP;ÞIRNAK;1954.0
Mehmet Emin DÝNDAR;24;AK PARTÝ;ÞIRNAK;1959
Selma IRMAK;24;HDP;ÞIRNAK;1971
Bülent BELEN;24;MHP;TEKÝRDAÐ;1956.0
Candan YÜCEER;24;CHP;TEKÝRDAÐ;1973.0
Emre KÖPRÜLÜ;24;CHP;TEKÝRDAÐ;1981.0
Faik ÖZTRAK;24;CHP;TEKÝRDAÐ;1954
Özlem BABADAÐ;24;AK PARTÝ;TEKÝRDAÐ;1971.0
Tevfik Ziyaeddin AKBULUT;24;AK PARTÝ;TEKÝRDAÐ;1949
Dilek YÜKSEL;24;AK PARTÝ;TOKAT;1977
Orhan DÜZGÜN;24;CHP;TOKAT;1967.0
Reþat DOÐRU;24;MHP;TOKAT;1955.0
Þükrü AYALAN;24;AK PARTÝ;TOKAT;1963.0
Zeyid ASLAN;24;AK PARTÝ;TOKAT;1965
Aydýn BIYIKLIOÐLU;24;AK PARTÝ;TRABZON;1954.0
Erdoðan BAYRAKTAR;24;AK PARTÝ;TRABZON;1948.0
Faruk Nafýz ÖZAK;24;AK PARTÝ;TRABZON;1946.0
Koray AYDIN;24;MHP;TRABZON;1955.0
Mehmet Volkan CANALÝOÐLU;24;CHP;TRABZON;1950.0
Safiye SEYMENOÐLU;24;AK PARTÝ;TRABZON;1964.0
Hüseyin AYGÜN;24;CHP;TUNCELÝ;1970.0
Kamer GENÇ;24;CHP;TUNCELÝ;1940.0
Dilek AKAGÜN;24;CHP;UÞAK;1963
Ýsmail GÜNEÞ;24;AK PARTÝ;UÞAK;1967.0
Mehmet ALTAY;24;AK PARTÝ;UÞAK;1972.0
Aysel TUÐLUK;24;HDP;VAN;1965.0
Burhan KAYATÜRK;24;AK PARTÝ;VAN;1970
Fatih ÇÝFTCÝ;24;AK PARTÝ;VAN;1971.0
Gülþen ORHAN;24;AK PARTÝ;VAN;1970.0
Kemal AKTAÞ;24;HDP;VAN;1958
Mustafa BÝLÝCÝ;24;AK PARTÝ;VAN;1969
Nazmi GÜR;24;HDP;VAN;1965
Özdal ÜÇER;24;HDP;VAN;1974.0
Muharrem ÝNCE;24;CHP;YALOVA;1964.0
Temel COÞKUN;24;AK PARTÝ;YALOVA;1956
Bekir BOZDAÐ;24;AK PARTÝ;YOZGAT;1965
Ertuðrul SOYSAL;24;AK PARTÝ;YOZGAT;1963.0
Sadir DURMAZ;24;MHP;YOZGAT;1963.0
Yusuf BAÞER;24;AK PARTÝ;YOZGAT;1965
Ali Ýhsan KÖKTÜRK;24;CHP;ZONGULDAK;1963.0
Ercan CANDAN;24;AK PARTÝ;ZONGULDAK;1967.0
Köksal TOPTAN;24;AK PARTÝ;ZONGULDAK;1943
Mehmet HABERAL;24;CHP;ZONGULDAK;1944
Özcan ULUPINAR;24;AK PARTÝ;ZONGULDAK;1970.0
