name;term;party;city;birth_year
Hüsnü ORDU;23;AK PARTÝ;KÜTAHYA;1953.0
Ýsmail Hakký BÝÇER;23;AK PARTÝ;KÜTAHYA;1952
Soner AKSOY;23;AK PARTÝ;KÜTAHYA;1941
Ferit Mevlüt ASLANOÐLU;23;CHP;MALATYA;1952
Fuat ÖLMEZTOPRAK;23;AK PARTÝ;MALATYA;1950
Ýhsan KOCA;23;AK PARTÝ;MALATYA;1966.0
Mahmut Mücahit FINDIKLI;23;AK PARTÝ;MALATYA;1957
Mehmet ÞAHÝN;23;AK PARTÝ;MALATYA;1956.0
Ömer Faruk ÖZ;23;AK PARTÝ;MALATYA;1966
Öznur ÇALIK;23;AK PARTÝ;MALATYA;1965.0
Ahmet ORHAN;23;MHP;MANÝSA;1956.0
Bülent ARINÇ;23;AK PARTÝ;MANÝSA;1948.0
Erkan AKÇAY;23;MHP;MANÝSA;1961.0
Hüseyin TANRIVERDÝ;23;AK PARTÝ;MANÝSA;1956.0
Ýsmail BÝLEN;23;AK PARTÝ;MANÝSA;1961.0
Mehmet ÇERÇÝ;23;AK PARTÝ;MANÝSA;1960
Mustafa ENÖZ;23;MHP;MANÝSA;1957
Mustafa Erdoðan YETENÇ;23;CHP;MANÝSA;1946
Recai BERBER;23;AK PARTÝ;MANÝSA;1959.0
Þahin MENGÜ;23;CHP;MANÝSA;1948.0
Ahmet TÜRK;23;BAÐIMSIZ;MARDÝN;1942.0
Cüneyt YÜKSEL;23;AK PARTÝ;MARDÝN;1970
Emine AYNA;23;BAÐIMSIZ;MARDÝN;1968.0
Gönül BEKÝN ÞAHKULUBEY;23;AK PARTÝ;MARDÝN;1970.0
Mehmet Halit DEMÝR;23;AK PARTÝ;MARDÝN;1970.0
Süleyman ÇELEBÝ;23;AK PARTÝ;MARDÝN;1944.0
Akif AKKUÞ;23;MHP;MERSÝN;1948.0
Ali ER;23;AK PARTÝ;MERSÝN;1949.0
Ali OKSAL;23;CHP;MERSÝN;1951
Ali Rýza ÖZTÜRK;23;CHP;MERSÝN;1956
Behiç ÇELÝK;23;MHP;MERSÝN;1955.0
Ýsa GÖK;23;CHP;MERSÝN;1963
Kadir URAL;23;MHP;MERSÝN;1968.0
Kürþad TÜZMEN;23;AK PARTÝ;MERSÝN;1958
Mehmet ÞANDIR;23;MHP;MERSÝN;1947.0
Mehmet Zafer ÜSKÜL;23;AK PARTÝ;MERSÝN;1944.0
Ömer ÝNAN;23;AK PARTÝ;MERSÝN;1951
Vahap SEÇER;23;CHP;MERSÝN;1963
Ali ARSLAN;23;CHP;MUÐLA;1955.0
Fevzi TOPUZ;23;CHP;MUÐLA;1954.0
Gürol ERGÝN;23;CHP;MUÐLA;1944
Mehmet Nil HIDIR;23;AK PARTÝ;MUÐLA;1956.0
Metin ERGUN;23;MHP;MUÐLA;1963
Yüksel ÖZDEN;23;AK PARTÝ;MUÐLA;1963
M. Nuri YAMAN;23;BDP;MUÞ;1944
Medeni YILMAZ;23;AK PARTÝ;MUÞ;1954.0
Seracettin KARAYAÐIZ;23;AK PARTÝ;MUÞ;1955
Sýrrý SAKÝK;23;BAÐIMSIZ;MUÞ;1957.0
Ahmet Erdal FERALAN;23;AK PARTÝ;NEVÞEHÝR;1962.0
Mahmut DEDE;23;AK PARTÝ;NEVÞEHÝR;1961.0
Rýtvan KÖYBAÞI;23;AK PARTÝ;NEVÞEHÝR;1965.0
Ýsmail GÖKSEL;23;AK PARTÝ;NÝÐDE;1952.0
Muharrem SELAMOÐLU;23;AK PARTÝ;NÝÐDE;1950.0
Mümin ÝNAN;23;MHP;NÝÐDE;1958
Ayhan YILMAZ;23;AK PARTÝ;ORDU;1961.0
Enver YILMAZ;23;AK PARTÝ;ORDU;1970
Eyüp FATSA;23;AK PARTÝ;ORDU;1961.0
Mehmet Hilmi GÜLER;23;AK PARTÝ;ORDU;1949
Mustafa HAMARAT;23;AK PARTÝ;ORDU;1972
Rahmi GÜNER;23;CHP;ORDU;1945.0
Rýdvan YALÇIN;23;MHP;ORDU;1972.0
Devlet BAHÇELÝ;23;MHP;OSMANÝYE;1948.0
Durdu Mehmet KASTAL;23;AK PARTÝ;OSMANÝYE;1969.0
Hakan COÞKUN;23;MHP;OSMANÝYE;1967.0
Ýbrahim Mete DOÐRUER;23;AK PARTÝ;OSMANÝYE;1951.0
Ahmet Mesut YILMAZ;23;BAÐIMSIZ;RÝZE;1947
Bayram Ali BAYRAMOÐLU;23;AK PARTÝ;RÝZE;1958.0
Lütfi ÇIRAKOÐLU;23;AK PARTÝ;RÝZE;1952.0
Ayhan Sefer ÜSTÜN;23;AK PARTÝ;SAKARYA;1970.0
Erol Aslan CEBECÝ;23;AK PARTÝ;SAKARYA;1963.0
Hasan Ali ÇELÝK;23;AK PARTÝ;SAKARYA;1959.0
Münir KUTLUATA;23;MHP;SAKARYA;1946.0
Recep YILDIRIM;23;AK PARTÝ;SAKARYA;1949
Þaban DÝÞLÝ;23;AK PARTÝ;SAKARYA;1958.0
Ahmet YENÝ;23;AK PARTÝ;SAMSUN;1955.0
Ahmet Haluk KOÇ;23;CHP;SAMSUN;1954.0
Birnur ÞAHÝNOÐLU;23;AK PARTÝ;SAMSUN;1952
Cemal Yýlmaz DEMÝR;23;AK PARTÝ;SAMSUN;1960.0
Fatih ÖZTÜRK;23;AK PARTÝ;SAMSUN;1972.0
Mustafa DEMÝR;23;AK PARTÝ;SAMSUN;1961
Osman ÇAKIR;23;MHP;SAMSUN;1952.0
Suat BÝNÝCÝ;23;CHP;SAMSUN;1947.0
Suat KILIÇ;23;AK PARTÝ;SAMSUN;1972.0
Afif DEMÝRKIRAN;23;AK PARTÝ;SÝÝRT;1952.0
Memet Yýlmaz HELVACIOÐLU;23;AK PARTÝ;SÝÝRT;1949.0
Osman ÖZÇELÝK;23;BDP;SÝÝRT;1952
Abdurrahman DODURGALI;23;AK PARTÝ;SÝNOP;1952.0
Engin ALTAY;23;CHP;SÝNOP;1963.0
Kadir TINGIROÐLU;23;AK PARTÝ;SÝNOP;1966.0
Hamza YERLÝKAYA;23;AK PARTÝ;SÝVAS;1976.0
Malik Ecder ÖZDEMÝR;23;CHP;SÝVAS;1954
Mehmet Mustafa AÇIKALIN;23;AK PARTÝ;SÝVAS;1951
Muhsin YAZICIOÐLU;23;BBP;SÝVAS;1954.0
Osman KILIÇ;23;AK PARTÝ;SÝVAS;1955
Selami UZUN;23;AK PARTÝ;SÝVAS;1957
Abdulkadir Emin ÖNEN;23;AK PARTÝ;ÞANLIURFA;1976.0
Abdurrahman Müfit YETKÝN;23;AK PARTÝ;ÞANLIURFA;1953.0
Çaðla AKTEMUR;23;BAÐIMSIZ;ÞANLIURFA;1972.0
Eyyüp Cenap GÜLPINAR;23;AK PARTÝ;ÞANLIURFA;1943
Ýbrahim BÝNÝCÝ;23;BAÐIMSIZ;ÞANLIURFA;1962
Mustafa KUÞ;23;AK PARTÝ;ÞANLIURFA;1949
Ramazan BAÞAK;23;AK PARTÝ;ÞANLIURFA;1968.0
Sabahattin CEVHERÝ;23;BAÐIMSIZ;ÞANLIURFA;1950.0
Seyit EYYÜPOÐLU;23;AK PARTÝ;ÞANLIURFA;1942.0
Yahya AKMAN;23;AK PARTÝ;ÞANLIURFA;1966.0
Zülfükar ÝZOL;23;BAÐIMSIZ;ÞANLIURFA;1959.0
Abdullah Veli SEYDA;23;AK PARTÝ;ÞIRNAK;1958.0
Hasip KAPLAN;23;BAÐIMSIZ;ÞIRNAK;1954.0
Sevahir BAYINDIR;23;BDP;ÞIRNAK;1969.0
Enis TÜTÜNCÜ;23;CHP;TEKÝRDAÐ;1943
FAÝK ÖZTRAK;23;CHP;TEKÝRDAÐ;1954.0
Kemalettin NALCI;23;MHP;TEKÝRDAÐ;1966.0
Necip TAYLAN;23;AK PARTÝ;TEKÝRDAÐ;1946.0
Tevfik Ziyaeddin AKBULUT;23;AK PARTÝ;TEKÝRDAÐ;1949
Dilek YÜKSEL;23;AK PARTÝ;TOKAT;1977
Hüseyin GÜLSÜN;23;AK PARTÝ;TOKAT;1957
Orhan Ziya DÝREN;23;CHP;TOKAT;1947
Osman DEMÝR;23;AK PARTÝ;TOKAT;1962.0
Reþat DOÐRU;23;MHP;TOKAT;1955.0
Þükrü AYALAN;23;AK PARTÝ;TOKAT;1963.0
Zeyid ASLAN;23;AK PARTÝ;TOKAT;1965
Asým AYKAN;23;AK PARTÝ;TRABZON;1953
Cevdet ERDÖL;23;AK PARTÝ;TRABZON;1958
Faruk Nafýz ÖZAK;23;AK PARTÝ;TRABZON;1946.0
Kemalettin GÖKTAÞ;23;AK PARTÝ;TRABZON;1950
Mehmet Akif HAMZAÇEBÝ;23;CHP;TRABZON;1953.0
Mustafa CUMUR;23;AK PARTÝ;TRABZON;1964.0
Safiye SEYMENOÐLU;23;AK PARTÝ;TRABZON;1964.0
Süleyman Latif YUNUSOÐLU;23;MHP;TRABZON;1953.0
Kamer GENÇ;23;CHP;TUNCELÝ;1940.0
Þerafettin HALÝS;23;BDP;TUNCELÝ;1956.0
Mustafa ÇETÝN;23;AK PARTÝ;UÞAK;1952
Nuri USLU;23;AK PARTÝ;UÞAK;1953.0
Osman COÞKUNOÐLU;23;CHP;UÞAK;1947.0
Fatma KURTULAN;23;BDP;VAN;1964.0
Gülþen ORHAN;23;AK PARTÝ;VAN;1970.0
Hüseyin ÇELÝK;23;AK PARTÝ;VAN;1959.0
Ýkram DÝNÇER;23;AK PARTÝ;VAN;1959.0
Kayhan TÜRKMENOÐLU;23;AK PARTÝ;VAN;1962.0
Kerem ALTUN;23;AK PARTÝ;VAN;1955.0
Özdal ÜÇER;23;BAÐIMSIZ;VAN;1974.0
Ýlhan EVCÝN;23;AK PARTÝ;YALOVA;1962.0
Muharrem ÝNCE;23;CHP;YALOVA;1964.0
Abdulkadir AKGÜL;23;AK PARTÝ;YOZGAT;1959
Bekir BOZDAÐ;23;AK PARTÝ;YOZGAT;1965
Mehmet EKÝCÝ;23;MHP;YOZGAT;1955.0
Mehmet ÇÝÇEK;23;AK PARTÝ;YOZGAT;1946.0
Mehmet Yaþar ÖZTÜRK;23;TP;YOZGAT;1967.0
Osman COÞKUN;23;AK PARTÝ;YOZGAT;1972
Ali KOÇAL;23;CHP;ZONGULDAK;1948.0
Ali Ýhsan KÖKTÜRK;23;CHP;ZONGULDAK;1963.0
Fazlý ERDOÐAN;23;AK PARTÝ;ZONGULDAK;1956.0
Köksal TOPTAN;23;AK PARTÝ;ZONGULDAK;1943
Polat TÜRKMEN;23;AK PARTÝ;ZONGULDAK;1957.0
