name;term;party;city;birth_year
Selahattin DEMÝRTAÞ;23;BAÐIMSIZ;DÝYARBAKIR;1973.0
Celal ERBAY;23;AK PARTÝ;DÜZCE;1952.0
Metin KAÞIKOÐLU;23;AK PARTÝ;DÜZCE;1966.0
Yaþar YAKIÞ;23;AK PARTÝ;DÜZCE;1938.0
Bilgin PAÇARIZ;23;CHP;EDÝRNE;1955.0
Cemaleddin USLU;23;MHP;EDÝRNE;1956.0
Necdet BUDAK;23;AK PARTÝ;EDÝRNE;1964.0
Rasim ÇAKIR;23;CHP;EDÝRNE;1957.0
Faruk SEPTÝOÐLU;23;AK PARTÝ;ELAZIÐ;1961
Feyzi ÝÞBAÞARAN;23;BAÐIMSIZ;ELAZIÐ;1956.0
Hamza YANILMAZ;23;AK PARTÝ;ELAZIÐ;1963.0
Mehmet Necati ÇETÝNKAYA;23;AK PARTÝ;ELAZIÐ;1943.0
Tahir ÖZTÜRK;23;AK PARTÝ;ELAZIÐ;1950.0
Binali YILDIRIM;23;AK PARTÝ;ERZÝNCAN;1955.0
Erol TINASTEPE;23;CHP;ERZÝNCAN;1957
Sebahattin KARAKELLE;23;AK PARTÝ;ERZÝNCAN;1950
Fazilet DAÐCI ÇIÐLIK;23;AK PARTÝ;ERZURUM;1973.0
Ýbrahim KAVAZ;23;AK PARTÝ;ERZURUM;1955.0
Muhyettin AKSAK;23;AK PARTÝ;ERZURUM;1957.0
Muzaffer GÜLYURT;23;AK PARTÝ;ERZURUM;1949
Recep AKDAÐ;23;AK PARTÝ;ERZURUM;1960.0
Saadettin AYDIN;23;AK PARTÝ;ERZURUM;1962.0
Zeki ERTUGAY;23;MHP;ERZURUM;1947
Beytullah ASÝL;23;MHP;ESKÝÞEHÝR;1959.0
Emin Nedim ÖZTÜRK;23;AK PARTÝ;ESKÝÞEHÝR;1952.0
Fehmi Murat SÖNMEZ;23;CHP;ESKÝÞEHÝR;1963.0
Hasan Murat MERCAN;23;AK PARTÝ;ESKÝÞEHÝR;1959.0
Hüseyin Tayfun ÝÇLÝ;23;CHP;ESKÝÞEHÝR;1957
Kemal UNAKITAN;23;AK PARTÝ;ESKÝÞEHÝR;1946.0
Akif EKÝCÝ;23;CHP;GAZÝANTEP;1955.0
Fatma ÞAHÝN;23;AK PARTÝ;GAZÝANTEP;1966
Hasan ÖZDEMÝR;23;MHP;GAZÝANTEP;1947.0
Ýbrahim Halil MAZICIOÐLU;23;AK PARTÝ;GAZÝANTEP;1960.0
Mahmut DURDU;23;AK PARTÝ;GAZÝANTEP;1947
Mehmet SARI;23;AK PARTÝ;GAZÝANTEP;1968.0
Mehmet ERDOÐAN;23;AK PARTÝ;GAZÝANTEP;1956
Mehmet ÞÝMÞEK;23;AK PARTÝ;GAZÝANTEP;1967.0
Özlem MÜFTÜOÐLU;23;AK PARTÝ;GAZÝANTEP;1966.0
Yaþar AÐYÜZ;23;CHP;GAZÝANTEP;1949.0
Ali TEMÜR;23;AK PARTÝ;GÝRESUN;1964
Eþref KARAÝBRAHÝM;23;CHP;GÝRESUN;1956.0
Hacý Hasan SÖNMEZ;23;AK PARTÝ;GÝRESUN;1956.0
Murat ÖZKAN;23;MHP;GÝRESUN;1963
Nurettin CANÝKLÝ;23;AK PARTÝ;GÝRESUN;1960.0
Kemalettin AYDIN;23;AK PARTÝ;GÜMÜÞHANE;1962
Yahya DOÐAN;23;AK PARTÝ;GÜMÜÞHANE;1949
Abdulmuttalip ÖZBEK;23;AK PARTÝ;HAKKARÝ;1963.0
Hamit GEYLANÝ;23;BDP;HAKKARÝ;1947
Rüstem ZEYDAN;23;AK PARTÝ;HAKKARÝ;1956
Abdulaziz YAZAR;23;CHP;HATAY;1951.0
Abdülhadi KAHYA;23;AK PARTÝ;HATAY;1969.0
Fevzi ÞANVERDÝ;23;AK PARTÝ;HATAY;1963.0
Fuat ÇAY;23;CHP;HATAY;1949.0
Gökhan DURGUN;23;CHP;HATAY;1957
Ýzzettin YILMAZ;23;MHP;HATAY;1967.0
Mustafa ÖZTÜRK;23;AK PARTÝ;HATAY;1965
Orhan KARASAYAR;23;AK PARTÝ;HATAY;1965
Sadullah ERGÝN;23;AK PARTÝ;HATAY;1964.0
Süleyman Turan ÇÝRKÝN;23;MHP;HATAY;1949
Ali GÜNER;23;AK PARTÝ;IÐDIR;1955.0
Pervin BULDAN;23;BAÐIMSIZ;IÐDIR;1967
Haydar Kemal KURT;23;AK PARTÝ;ISPARTA;1963
Mehmet Sait DÝLEK;23;AK PARTÝ;ISPARTA;1966
Mevlüt COÞKUNER;23;CHP;ISPARTA;1945.0
Süleyman Nevzat KORKMAZ;23;MHP;ISPARTA;1965.0
Süreyya Sadi BÝLGÝÇ;23;AK PARTÝ;ISPARTA;1961.0
Abdülkadir AKSU;23;AK PARTÝ;ÝSTANBUL;1944.0
Ahmet TAN;23;CHP;ÝSTANBUL;1949.0
Alaattin BÜYÜKKAYA;23;AK PARTÝ;ÝSTANBUL;1950
Alev DEDEGÝL;23;AK PARTÝ;ÝSTANBUL;1958
Algan HACALOÐLU;23;CHP;ÝSTANBUL;1940
Ali TOPUZ;23;CHP;ÝSTANBUL;1932.0
Atila KAYA;23;MHP;ÝSTANBUL;1957
Ayþe Jale AÐIRBAÞ;23;DSP;ÝSTANBUL;1968
Ayþe Nur BAHÇEKAPILI;23;AK PARTÝ;ÝSTANBUL;1954.0
Bayramali MERAL;23;CHP;ÝSTANBUL;1941
Bihlun TAMAYLIGÝL;23;CHP;ÝSTANBUL;1966.0
Birgen KELEÞ;23;CHP;ÝSTANBUL;1939.0
Burhan KUZU;23;AK PARTÝ;ÝSTANBUL;1955.0
Canan KALSIN;23;AK PARTÝ;ÝSTANBUL;1967
Çetin SOYSAL;23;CHP;ÝSTANBUL;1963
Durmuþali TORLAK;23;MHP;ÝSTANBUL;1962.0
Edibe SÖZEN;23;AK PARTÝ;ÝSTANBUL;1961
Egemen BAÐIÞ;23;AK PARTÝ;ÝSTANBUL;1970.0
Ertuðrul GÜNAY;23;AK PARTÝ;ÝSTANBUL;1948
Esfender KORKMAZ;23;CHP;ÝSTANBUL;1940.0
Fatma Nur SERTER;23;CHP;ÝSTANBUL;1948.0
Feyzullah KIYIKLIK;23;AK PARTÝ;ÝSTANBUL;1949.0
Fuat BOL;23;AK PARTÝ;ÝSTANBUL;1955.0
Güldal AKÞÝT;23;AK PARTÝ;ÝSTANBUL;1960.0
Gündüz Suphi AKTAN;23;MHP;ÝSTANBUL;1941.0
Halide ÝNCEKARA;23;AK PARTÝ;ÝSTANBUL;1959.0
Hasan MACÝT;23;DSP;ÝSTANBUL;1953.0
Hasan Kemal YARDIMCI;23;AK PARTÝ;ÝSTANBUL;1950.0
Hayati YAZICI;23;AK PARTÝ;ÝSTANBUL;1952.0
Hüseyin MERT;23;DSP;ÝSTANBUL;1961
Hüseyin BESLÝ;23;AK PARTÝ;ÝSTANBUL;1953.0
Ýbrahim YÝÐÝT;23;AK PARTÝ;ÝSTANBUL;1947
Ýdris GÜLLÜCE;23;AK PARTÝ;ÝSTANBUL;1950.0
Ýdris Naim ÞAHÝN;23;AK PARTÝ;ÝSTANBUL;1956.0
Ýlhan KESÝCÝ;23;BAÐIMSIZ;ÝSTANBUL;1948.0
Ýrfan GÜNDÜZ;23;AK PARTÝ;ÝSTANBUL;1950.0
Kemal KILIÇDAROÐLU;23;CHP;ÝSTANBUL;1948
Lokman AYVA;23;AK PARTÝ;ÝSTANBUL;1966.0
Mehmet MÜEZZÝNOÐLU;23;AK PARTÝ;ÝSTANBUL;1955
Mehmet SEKMEN;23;AK PARTÝ;ÝSTANBUL;1958
Mehmet SEVÝGEN;23;CHP;ÝSTANBUL;1954.0
Mehmet DOMAÇ;23;AK PARTÝ;ÝSTANBUL;1950
Mehmet Ali ÖZPOLAT;23;CHP;ÝSTANBUL;1947
Mehmet Beyazýt DENÝZOLGUN;23;AK PARTÝ;ÝSTANBUL;1954
Mehmet Cihat ÖZÖNDER;23;MHP;ÝSTANBUL;1947.0
Mehmet Ufuk URAS;23;BDP;ÝSTANBUL;1959.0
Meral AKÞENER;23;MHP;ÝSTANBUL;1956.0
Mesude Nursuna MEMECAN;23;AK PARTÝ;ÝSTANBUL;1957.0
Mithat MELEN;23;MHP;ÝSTANBUL;1947.0
Murat BAÞESGÝOÐLU;23;MHP;ÝSTANBUL;1955.0
Mustafa ATAÞ;23;AK PARTÝ;ÝSTANBUL;1957
Mustafa ÖZYÜREK;23;CHP;ÝSTANBUL;1939.0
Mustafa Þükrü ELEKDAÐ;23;CHP;ÝSTANBUL;1924.0
Nazým EKREN;23;AK PARTÝ;ÝSTANBUL;1956.0
Necat BÝRÝNCÝ;23;AK PARTÝ;ÝSTANBUL;1943
Necla ARAT;23;CHP;ÝSTANBUL;1940
Nimet BAÞ;23;AK PARTÝ;ÝSTANBUL;1965.0
Nusret BAYRAKTAR;23;AK PARTÝ;ÝSTANBUL;1951.0
Osman Gazi YAÐMURDERELÝ;23;AK PARTÝ;ÝSTANBUL;1953.0
Ömer DÝNÇER;23;AK PARTÝ;ÝSTANBUL;1956.0
Özlem ÖZTELCAN;23;AK PARTÝ;ÝSTANBUL;1976
Recep KORAL;23;AK PARTÝ;ÝSTANBUL;1948.0
Recep Tayyip ERDOÐAN;23;AK PARTÝ;ÝSTANBUL;2003.0
Reha ÇAMUROÐLU;23;AK PARTÝ;ÝSTANBUL;1958
Sacid YILDIZ;23;CHP;ÝSTANBUL;1948.0
Sebahat TUNCEL;23;BAÐIMSIZ;ÝSTANBUL;1975.0
Süleyman YAÐIZ;23;DSP;ÝSTANBUL;1950
Þinasi ÖKTEM;23;CHP;ÝSTANBUL;1955.0
Ümit ÞAFAK;23;MHP;ÝSTANBUL;1955.0
Ünal KACIR;23;AK PARTÝ;ÝSTANBUL;1953
Abdurrezzak ERTEN;23;CHP;ÝZMÝR;1953
Ahmet ERSÝN;23;CHP;ÝZMÝR;1950
Ahmet Kenan TANRIKULU;23;MHP;ÝZMÝR;1958.0
Bülent BARATALI;23;CHP;ÝZMÝR;1947.0
Cânân ARÝTMAN;23;CHP;ÝZMÝR;1950
Erdal KALKAN;23;AK PARTÝ;ÝZMÝR;1946
Fatma Seniha Nükhet HOTAR;23;AK PARTÝ;ÝZMÝR;1961.0
Harun ÖZTÜRK;23;CHP;ÝZMÝR;1953.0
Ýbrahim HASGÜR;23;AK PARTÝ;ÝZMÝR;1953
Ýsmail KATMERCÝ;23;AK PARTÝ;ÝZMÝR;1949
Kamil Erdal SÝPAHÝ;23;MHP;ÝZMÝR;1948.0
Kývýlcým Kemal ANADOL;23;CHP;ÝZMÝR;1941.0
Mehmet AYDIN;23;AK PARTÝ;ÝZMÝR;1943.0
Mehmet Ali SUSAM;23;CHP;ÝZMÝR;1956
Mehmet Sayým TEKELÝOÐLU;23;AK PARTÝ;ÝZMÝR;1950
Mehmet Vecdi GÖNÜL;23;AK PARTÝ;ÝZMÝR;1939.0
Oðuz OYAN;23;CHP;ÝZMÝR;1947
Oktay VURAL;23;MHP;ÝZMÝR;1956.0
Recai BÝRGÜN;23;BAÐIMSIZ;ÝZMÝR;1966.0
Selçuk AYHAN;23;CHP;ÝZMÝR;1953.0
Þenol SUNAT;23;MHP;ÝZMÝR;1956.0
Þükran Güldal MUMCU;23;CHP;ÝZMÝR;1951
Taha AKSOY;23;AK PARTÝ;ÝZMÝR;1947.0
Tuðrul YEMÝÞCÝ;23;AK PARTÝ;ÝZMÝR;1944.0
Avni DOÐAN;23;AK PARTÝ;KAHRAMANMARAÞ;1951.0
Cafer TATLIBAL;23;AK PARTÝ;KAHRAMANMARAÞ;1945
Durdu ÖZBOLAT;23;CHP;KAHRAMANMARAÞ;1962.0
Fatih ARIKAN;23;AK PARTÝ;KAHRAMANMARAÞ;1953
Mehmet SAÐLAM;23;AK PARTÝ;KAHRAMANMARAÞ;1938
Mehmet Akif PAKSOY;23;MHP;KAHRAMANMARAÞ;1956.0
Nevzat PAKDÝL;23;AK PARTÝ;KAHRAMANMARAÞ;1950.0
Veysi KAYNAK;23;AK PARTÝ;KAHRAMANMARAÞ;1962.0
Cumhur ÜNAL;23;AK PARTÝ;KARABÜK;1966.0
Mehmet CEYLAN;23;AK PARTÝ;KARABÜK;1958.0
Mustafa ÜNAL;23;AK PARTÝ;KARABÜK;1948.0
Hasan ÇALIÞ;23;MHP;KARAMAN;1956.0
Lütfi ELVAN;23;AK PARTÝ;KARAMAN;1962.0
Mevlüt AKGÜN;23;AK PARTÝ;KARAMAN;1966.0
Gürcan DAÐDAÞ;23;MHP;KARS;1960.0
Mahmut Esat GÜVEN;23;AK PARTÝ;KARS;1953
Zeki KARABAYIR;23;AK PARTÝ;KARS;1952.0
Hakký KÖYLÜ;23;AK PARTÝ;KASTAMONU;1948.0
Hasan ALTAN;23;AK PARTÝ;KASTAMONU;1948
Mehmet SERDAROÐLU;23;MHP;KASTAMONU;1947.0
Musa SIVACIOÐLU;23;AK PARTÝ;KASTAMONU;1955
Abdullah GÜL;23;AK PARTÝ;KAYSERÝ;1950.0
Ahmet ÖKSÜZKAYA;23;AK PARTÝ;KAYSERÝ;1960.0
Mehmet Þevki KULKULOÐLU;23;CHP;KAYSERÝ;1965
Mustafa ELÝTAÞ;23;AK PARTÝ;KAYSERÝ;1957.0
Sabahattin ÇAKMAKOÐLU;23;MHP;KAYSERÝ;1930.0
Sadýk YAKUT;23;AK PARTÝ;KAYSERÝ;1956
Taner YILDIZ;23;AK PARTÝ;KAYSERÝ;1962.0
Yaþar KARAYEL;23;AK PARTÝ;KAYSERÝ;1950.0
Mustafa ÖZBAYRAK;23;AK PARTÝ;KIRIKKALE;1960.0
Osman DURMUÞ;23;MHP;KIRIKKALE;1947.0
Turan KIRATLI;23;AK PARTÝ;KIRIKKALE;1952
Vahit ERDEM;23;AK PARTÝ;KIRIKKALE;1944.0
Ahmet Gökhan SARIÇAM;23;AK PARTÝ;KIRKLARELÝ;1969
Tansel BARIÞ;23;CHP;KIRKLARELÝ;1952
Turgut DÝBEK;23;CHP;KIRKLARELÝ;1966.0
Abdullah ÇALIÞKAN;23;AK PARTÝ;KIRÞEHÝR;1974.0
Metin ÇOBANOÐLU;23;MHP;KIRÞEHÝR;1958.0
Mikail ARSLAN;23;AK PARTÝ;KIRÞEHÝR;1961.0
Hasan KARA;23;AK PARTÝ;KÝLÝS;1969.0
Hüseyin DEVECÝOÐLU;23;AK PARTÝ;KÝLÝS;1963.0
Azize Sibel GÖNÜL;23;AK PARTÝ;KOCAELÝ;1966.0
Cumali DURMUÞ;23;MHP;KOCAELÝ;1962.0
Eyüp AYAR;23;AK PARTÝ;KOCAELÝ;1952
Fikri IÞIK;23;AK PARTÝ;KOCAELÝ;1965.0
Hikmet ERENKAYA;23;CHP;KOCAELÝ;1953.0
Mehmet Cevdet SELVÝ;23;CHP;KOCAELÝ;1943.0
Muzaffer BAÞTOPÇU;23;AK PARTÝ;KOCAELÝ;1948
Nihat ERGÜN;23;AK PARTÝ;KOCAELÝ;1962.0
Osman PEPE;23;AK PARTÝ;KOCAELÝ;1954.0
Abdullah ÇETÝNKAYA;23;AK PARTÝ;KONYA;1957
Ahmet BÜYÜKAKKAÞLAR;23;AK PARTÝ;KONYA;1952
Ali ÖZTÜRK;23;AK PARTÝ;KONYA;1956
Atilla KART;23;CHP;KONYA;1954.0
Ayþe TÜRKMENOÐLU;23;AK PARTÝ;KONYA;1965.0
Faruk BAL;23;MHP;KONYA;1950.0
Harun TÜFEKCÝ;23;AK PARTÝ;KONYA;1971
Hasan ANGI;23;AK PARTÝ;KONYA;1959
Hüsnü TUNA;23;AK PARTÝ;KONYA;1952.0
Kerim ÖZKUL;23;AK PARTÝ;KONYA;1959
Muharrem CANDAN;23;AK PARTÝ;KONYA;1956.0
Mustafa KALAYCI;23;MHP;KONYA;1960.0
Mustafa KABAKCI;23;AK PARTÝ;KONYA;1954
Orhan ERDEM;23;AK PARTÝ;KONYA;1963.0
Özkan ÖKSÜZ;23;AK PARTÝ;KONYA;1953.0
Sami GÜÇLÜ;23;AK PARTÝ;KONYA;1950.0
Alim IÞIK;23;MHP;KÜTAHYA;1959
Hasan Fehmi KÝNAY;23;AK PARTÝ;KÜTAHYA;1964
Hüseyin TUÐCU;23;AK PARTÝ;KÜTAHYA;1954.0
