NAME;TERM;PARTY;CITY;KANUN_TEKLIF_ILK;KANUN_TEKLIF;SORU_ONERGELERI_YAZILI;SORU_ONERGELERI_SOZLU;GENEL_GORUSME_ILK;GENEL_GORUSME;MEC_SORUSTURMA_ILK;MEC_SORUSTURMA;MEC_ARASTIRMA_ILK;MEC_ARASTIRMA;GENSORU_ILK;GENSORU;AGE
Feyzullah KIYIKLIK;26;AK PARTİ;İSTANBUL;0;5;0;0;0;0;0;0;0;1;0;0;66.0
Filiz KERESTECİOĞLU DEMİR;26;HDP;İSTANBUL;7;8;126;1;3;3;0;0;58;354;1;1;54.0
Gamze AKKUŞ İLGEZDİ;26;CHP;İSTANBUL;23;65;85;0;3;3;0;0;19;225;0;1;46.0
Garo PAYLAN;26;HDP;İSTANBUL;0;0;58;0;1;1;0;0;7;221;0;0;43.0
Gülay YEDEKCİ;26;CHP;İSTANBUL;22;70;143;0;5;5;0;0;33;655;0;0;39.0
Gürsel TEKİN;26;CHP;İSTANBUL;7;15;26;0;0;0;0;0;5;21;0;0;51.0
Halis DALKILIÇ;26;AK PARTİ;İSTANBUL;1;7;0;0;0;0;0;0;0;2;0;0;47.0
Harun KARACA;26;AK PARTİ;İSTANBUL;0;7;0;0;0;0;0;0;0;2;0;0;53.0
Hasan TURAN;26;AK PARTİ;İSTANBUL;0;6;0;0;0;0;0;0;0;0;0;0;48.0
Hasan SERT;26;AK PARTİ;İSTANBUL;0;6;0;0;0;0;0;0;0;4;0;0;54.0
Hayati YAZICI;26;AK PARTİ;İSTANBUL;0;3;0;0;0;0;0;0;0;0;0;0;63.0
Haydar Ali YILDIZ;26;AK PARTİ;İSTANBUL;0;6;0;0;0;0;0;0;0;3;0;0;44.0
Hulusi ŞENTÜRK;26;AK PARTİ;İSTANBUL;0;3;0;0;0;0;0;0;0;1;0;0;52.0
Hurşit YILDIRIM;26;AK PARTİ;İSTANBUL;0;7;0;0;0;0;0;0;0;0;0;0;41.0
Hüda KAYA;26;HDP;İSTANBUL;0;0;13;0;1;1;0;0;0;154;0;0;55.0
Hüseyin BÜRGE;26;AK PARTİ;İSTANBUL;0;4;0;3;0;0;0;0;0;10;0;0;60.0
İlhan CİHANER;26;CHP;İSTANBUL;0;11;30;0;0;0;0;0;2;36;0;0;47.0
İlhan KESİCİ;26;CHP;İSTANBUL;0;15;0;0;0;0;0;0;0;26;0;0;67.0
İsmail KAHRAMAN;26;AK PARTİ;İSTANBUL;0;0;0;0;0;0;0;0;0;0;0;0;75.0
İsmail Faruk AKSU;26;MHP;İSTANBUL;38;39;66;1;1;1;0;0;7;157;0;0;52.0
İsmet UÇMA;26;AK PARTİ;İSTANBUL;0;8;0;0;0;0;0;0;0;5;0;0;60.0
İzzet Ulvi YÖNTER;26;MHP;İSTANBUL;10;10;94;0;1;1;0;0;5;66;0;0;39.0
Kadri Enis BERBEROĞLU;26;CHP;İSTANBUL;0;12;2;0;1;1;0;0;0;30;0;0;59.0
Mahmut TANAL;26;CHP;İSTANBUL;285;344;1083;0;13;13;0;0;57;1398;0;0;54.0
Markar ESEYAN;26;AK PARTİ;İSTANBUL;0;5;0;0;0;0;0;0;0;5;0;0;46.0
Mehmet MUŞ;26;AK PARTİ;İSTANBUL;4;7;0;0;0;0;0;0;3;4;0;0;33.0
Mehmet BEKAROĞLU;26;CHP;İSTANBUL;4;17;96;5;0;0;0;0;7;46;0;0;61.0
Mehmet METİNER;26;AK PARTİ;İSTANBUL;0;3;0;0;0;0;0;0;0;0;0;0;55.0
Mehmet Akif HAMZAÇEBİ;26;CHP;İSTANBUL;40;69;21;0;0;0;0;0;12;22;0;0;62.0
Mehmet Ali PULCU;26;AK PARTİ;İSTANBUL;0;5;0;0;0;0;0;0;0;0;0;0;55.0
Mehmet Doğan KUBAT;26;AK PARTİ;İSTANBUL;0;5;0;0;0;0;0;0;0;1;0;0;46.0
Mehmet Mehdi EKER;26;AK PARTİ;İSTANBUL;0;3;0;0;0;0;0;0;0;0;0;0;59.0
Metin KÜLÜNK;26;AK PARTİ;İSTANBUL;0;2;1;0;0;0;0;0;0;2;0;0;55.0
Mihrimah Belma SATIR;26;AK PARTİ;İSTANBUL;0;7;0;0;0;0;0;0;0;2;0;0;54.0
Mustafa ATAŞ;26;AK PARTİ;İSTANBUL;0;3;0;0;0;0;0;0;0;0;0;0;58.0
Mustafa ŞENTOP;26;AK PARTİ;İSTANBUL;1;5;0;0;0;0;0;0;0;0;0;0;47.0
Mustafa YENEROĞLU;26;AK PARTİ;İSTANBUL;0;3;0;0;0;0;0;0;0;1;0;0;40.0
Mustafa Sezgin TANRIKULU;26;CHP;İSTANBUL;225;285;6943;0;9;9;0;0;292;1033;0;0;52.0
Mürteza ZENGİN;26;AK PARTİ;İSTANBUL;0;5;0;0;0;0;0;0;0;0;0;0;51.0
Nureddin NEBATİ;26;AK PARTİ;İSTANBUL;1;6;0;0;0;0;0;0;0;0;0;0;51.0
Oğuz Kaan SALICI;26;CHP;İSTANBUL;0;41;53;0;3;3;0;0;6;105;0;0;43.0
Onursal ADIGÜZEL;26;CHP;İSTANBUL;12;71;83;0;8;8;0;0;13;943;0;1;30.0
Osman BOYRAZ;26;AK PARTİ;İSTANBUL;0;7;0;0;0;0;0;0;0;10;0;0;41.0
Pervin BULDAN;26;HDP;İSTANBUL;0;0;0;0;0;0;0;0;0;12;0;0;48.0
Ravza KAVAKCI KAN;26;AK PARTİ;İSTANBUL;0;4;0;3;0;0;0;0;0;3;0;0;43.0
Selahattin DEMİRTAŞ;26;HDP;İSTANBUL;0;0;1;0;0;0;0;0;0;0;0;0;42.0
Selina DOĞAN;26;CHP;İSTANBUL;2;42;26;0;0;0;0;0;6;86;0;0;38.0
Serap YAŞAR;26;AK PARTİ;İSTANBUL;0;6;0;0;0;0;0;0;0;3;0;0;50.0
Sibel ÖZDEMİR;26;CHP;İSTANBUL;1;44;36;1;3;3;0;0;3;514;0;0;36.0
Süleyman Sencer AYATA;26;CHP;İSTANBUL;0;9;0;0;0;0;0;0;0;24;0;0;66.0
Şafak PAVEY;26;CHP;İSTANBUL;0;35;3;0;0;0;0;0;0;6;0;0;39.0
Şirin ÜNAL;26;AK PARTİ;İSTANBUL;0;3;0;0;0;0;0;0;0;17;0;0;61.0
Tülay KAYNARCA;26;AK PARTİ;İSTANBUL;1;7;0;4;0;0;0;0;1;18;0;0;46.0
Volkan BOZKIR;26;AK PARTİ;İSTANBUL;0;4;0;0;0;0;0;0;0;1;0;0;65.0
Yakup AKKAYA;26;CHP;İSTANBUL;8;54;29;0;2;2;0;0;4;370;0;1;58.0
Yıldız SEFERİNOĞLU;26;AK PARTİ;İSTANBUL;0;6;0;0;0;0;0;0;0;0;0;0;46.0
Zeynel EMRE;26;CHP;İSTANBUL;2;40;10;0;1;1;0;0;1;149;0;0;34.0
Ahmet Kenan TANRIKULU;26;MHP;İZMİR;22;22;171;0;0;0;0;0;16;137;0;0;57.0
Ahmet Tuncay ÖZKAN;26;CHP;İZMİR;1;39;16;0;1;1;0;0;0;72;0;0;49.0
Ali YİĞİT;26;CHP;İZMİR;22;69;138;0;3;3;0;0;16;299;0;0;60.0
Atila SERTEL;26;CHP;İZMİR;7;44;102;16;0;0;0;0;7;289;0;0;59.0
Aytun ÇIRAY;26;İYİ PARTİ;İZMİR;4;15;55;0;1;1;0;0;1;42;0;0;58.0
Binali YILDIRIM;26;AK PARTİ;İZMİR;3;4;0;0;0;0;0;0;0;0;0;0;60.0
Ertuğrul KÜRKCÜ;26;HDP;İZMİR;2;2;61;0;1;1;0;0;14;185;0;0;67.0
Fatma Seniha Nükhet HOTAR;26;AK PARTİ;İZMİR;0;2;0;0;0;0;0;0;0;1;0;0;54.0
Hamza DAĞ;26;AK PARTİ;İZMİR;0;4;0;0;0;0;0;0;0;2;0;0;35.0
Hüseyin KOCABIYIK;26;AK PARTİ;İZMİR;0;4;0;0;0;0;0;0;0;2;0;0;52.0
İbrahim Mustafa TURHAN;26;AK PARTİ;İZMİR;0;2;0;0;0;0;0;0;0;0;0;0;47.0
Kamil Okyay SINDIR;26;CHP;İZMİR;2;47;31;0;1;1;0;0;4;246;0;0;53.0
Kemal KILIÇDAROĞLU;26;CHP;İZMİR;9;9;0;0;0;0;0;0;0;0;0;0;67.0
Kerem Ali SÜREKLİ;26;AK PARTİ;İZMİR;0;3;0;0;0;0;0;0;0;3;0;0;50.0
Mahmut Atilla KAYA;26;AK PARTİ;İZMİR;0;2;1;0;0;0;0;0;0;1;0;0;42.0
Murat BAKAN;26;CHP;İZMİR;86;121;613;0;3;3;0;0;41;242;0;0;43.0
Musa ÇAM;26;CHP;İZMİR;5;46;11;0;3;3;0;0;1;288;0;0;62.0
Mustafa Ali BALBAY;26;CHP;İZMİR;7;53;85;0;7;7;0;0;2;427;0;0;55.0
Müslüm DOĞAN;26;HDP;İZMİR;15;15;263;3;1;1;0;0;9;240;0;0;56.0
Necip KALKAN;26;AK PARTİ;İZMİR;0;4;0;0;0;0;0;0;0;5;0;0;65.0
Oktay VURAL;26;MHP;İZMİR;35;36;6;0;4;4;0;0;6;94;0;0;59.0
Özcan PURÇU;26;CHP;İZMİR;4;21;40;0;2;2;0;0;4;262;0;0;38.0
Selin SAYEK BÖKE;26;CHP;İZMİR;13;57;22;0;1;1;0;0;3;24;0;0;43.0
Tacettin BAYIR;26;CHP;İZMİR;8;21;108;0;1;1;0;0;4;170;0;0;55.0
Zekeriya TEMİZEL;26;CHP;İZMİR;0;32;0;0;0;0;0;0;0;11;0;0;67.0
Zeynep ALTIOK;26;CHP;İZMİR;6;52;135;0;2;2;0;0;5;191;0;0;46.0
Celalettin GÜVENÇ;26;AK PARTİ;KAHRAMANMARAŞ;0;4;0;0;0;0;0;0;0;4;0;0;56.0
Fahrettin Oğuz TOR;26;MHP;KAHRAMANMARAŞ;2;6;67;1;1;1;0;0;9;126;0;0;58.0
İmran KILIÇ;26;AK PARTİ;KAHRAMANMARAŞ;0;6;0;0;0;0;0;0;0;1;0;0;58.0
Mahir ÜNAL;26;AK PARTİ;KAHRAMANMARAŞ;0;3;0;0;0;0;0;0;0;0;0;0;49.0
Mehmet İlker ÇİTİL;26;AK PARTİ;KAHRAMANMARAŞ;0;3;0;0;0;0;0;0;0;1;0;0;46.0
Mehmet Uğur DİLİPAK;26;AK PARTİ;KAHRAMANMARAŞ;0;6;0;0;0;0;0;0;0;1;0;0;43.0
Nursel REYHANLIOĞLU;26;AK PARTİ;KAHRAMANMARAŞ;0;7;0;0;0;0;0;0;0;4;0;0;47.0
Veysi KAYNAK;26;AK PARTİ;KAHRAMANMARAŞ;1;4;0;0;0;0;0;0;0;1;0;0;53.0
Burhanettin UYSAL;26;AK PARTİ;KARABÜK;0;4;0;0;0;0;0;0;0;2;0;0;48.0
Mehmet Ali ŞAHİN;26;AK PARTİ;KARABÜK;0;2;0;0;0;0;0;0;0;1;0;0;65.0
Recep ŞEKER;26;AK PARTİ;KARAMAN;0;4;0;0;0;0;0;0;0;3;0;0;43.0
Recep KONUK;26;AK PARTİ;KARAMAN;0;4;0;3;0;0;0;0;0;1;0;0;59.0
Ahmet ARSLAN;26;AK PARTİ;KARS;0;3;0;0;0;0;0;0;0;2;0;0;71.0
Ayhan BİLGEN;26;HDP;KARS;0;0;72;0;1;1;0;0;2;157;0;0;44.0
Yusuf Selahattin BEYRİBEY;26;AK PARTİ;KARS;0;2;0;0;0;0;0;0;0;1;0;0;60.0
Hakkı KÖYLÜ;26;AK PARTİ;KASTAMONU;0;2;0;0;0;0;0;0;0;2;0;0;67.0
Metin ÇELİK;26;AK PARTİ;KASTAMONU;0;3;0;0;0;0;0;0;0;2;0;0;38.0
Murat DEMİR;26;AK PARTİ;KASTAMONU;0;4;0;0;0;0;0;0;0;3;0;0;43.0
Çetin ARIK;26;CHP;KAYSERİ;8;46;21;40;7;7;0;0;9;552;0;0;44.0
Hülya NERGİS;26;AK PARTİ;KAYSERİ;0;4;0;0;0;0;0;0;0;2;0;0;48.0
İsmail TAMER;26;AK PARTİ;KAYSERİ;0;4;0;7;0;0;0;0;2;6;0;0;59.0
İsmail Emrah KARAYEL;26;AK PARTİ;KAYSERİ;0;6;0;0;0;0;0;0;0;4;0;0;37.0
Mehmet ÖZHASEKİ;26;AK PARTİ;KAYSERİ;0;2;0;0;0;0;0;0;0;0;0;0;58.0
Mustafa ELİTAŞ;26;AK PARTİ;KAYSERİ;16;17;0;0;0;0;0;0;0;1;0;0;58.0
Sami DEDEOĞLU;26;AK PARTİ;KAYSERİ;0;6;0;0;0;0;0;0;0;4;0;0;62.0
Taner YILDIZ;26;AK PARTİ;KAYSERİ;0;4;0;0;0;0;0;0;0;3;0;0;53.0
Yusuf HALAÇOĞLU;26;İYİ PARTİ;KAYSERİ;2;3;2;0;0;0;0;0;0;79;0;0;66.0
Abdullah ÖZTÜRK;26;AK PARTİ;KIRIKKALE;0;7;0;0;0;0;0;0;0;3;0;0;26.0
Mehmet DEMİR;26;AK PARTİ;KIRIKKALE;0;9;0;0;0;0;0;0;0;3;0;0;52.0
Ramazan CAN;26;AK PARTİ;KIRIKKALE;1;9;0;0;0;0;0;0;1;6;0;0;45.0
Selahattin MİNSOLMAZ;26;AK PARTİ;KIRKLARELİ;0;3;0;0;0;0;0;0;0;1;0;0;45.0
Türabi KAYAN;26;CHP;KIRKLARELİ;6;26;85;0;7;7;0;0;13;573;0;0;60.0
Vecdi GÜNDOĞDU;26;CHP;KIRKLARELİ;3;26;82;0;3;3;0;0;7;553;0;1;46.0
Mikail ARSLAN;26;AK PARTİ;KIRŞEHİR;0;3;0;0;0;0;0;0;0;1;0;0;54.0
Salih ÇETİNKAYA;26;AK PARTİ;KIRŞEHİR;0;4;0;0;0;0;0;0;0;3;0;0;43.0
Mustafa Hilmi DÜLGER;26;AK PARTİ;KİLİS;0;3;0;0;0;0;0;0;0;0;0;0;53.0
Reşit POLAT;26;AK PARTİ;KİLİS;0;3;0;0;0;0;0;0;0;2;0;0;40.0
Cemil YAMAN;26;AK PARTİ;KOCAELİ;0;4;0;0;0;0;0;0;0;3;0;0;45.0
Fatma KAPLAN HÜRRİYET;26;CHP;KOCAELİ;13;68;92;6;5;5;0;0;20;516;0;0;33.0
Fikri IŞIK;26;AK PARTİ;KOCAELİ;0;2;0;0;0;0;0;0;0;0;0;0;50.0
Haydar AKAR;26;CHP;KOCAELİ;12;66;92;2;7;7;0;0;21;797;0;0;52.0
İlyas ŞEKER;26;AK PARTİ;KOCAELİ;0;5;5;0;0;0;0;0;1;4;0;0;55.0
Mehmet Akif YILMAZ;26;AK PARTİ;KOCAELİ;0;5;1;0;0;0;0;0;0;2;0;0;40.0
Radiye Sezer KATIRCIOĞLU;26;AK PARTİ;KOCAELİ;0;4;0;0;0;0;0;0;0;3;0;0;50.0
Saffet SANCAKLI;26;MHP;KOCAELİ;1;2;4;0;2;2;0;0;0;187;0;0;49.0
Sami ÇAKIR;26;AK PARTİ;KOCAELİ;0;3;0;0;0;0;0;0;0;3;0;0;57.0
Tahsin TARHAN;26;CHP;KOCAELİ;12;58;109;0;7;7;0;0;24;901;0;0;51.0
Zeki AYGÜN;26;AK PARTİ;KOCAELİ;1;5;0;0;0;0;0;0;0;6;0;0;62.0
Abdullah AĞRALI;26;AK PARTİ;KONYA;0;7;0;0;0;0;0;0;0;4;0;0;46.0
Ahmet SORGUN;26;AK PARTİ;KONYA;0;5;0;0;0;0;0;0;0;1;0;0;57.0
Ahmet DAVUTOĞLU;26;AK PARTİ;KONYA;1;2;0;0;0;0;0;0;0;0;0;0;56.0
Hacı Ahmet ÖZDEMİR;26;AK PARTİ;KONYA;0;4;0;0;0;0;0;0;0;1;0;0;54.0
Halil ETYEMEZ;26;AK PARTİ;KONYA;2;7;0;0;0;0;0;0;0;14;0;0;50.0
Hüsnüye ERDOĞAN;26;AK PARTİ;KONYA;0;10;0;0;0;0;0;0;0;11;0;0;50.0
Leyla ŞAHİN USTA;26;AK PARTİ;KONYA;0;4;0;0;0;0;0;0;0;3;0;0;42.0
Mehmet BABAOĞLU;26;AK PARTİ;KONYA;0;4;0;0;0;0;0;0;0;9;0;0;50.0
Muhammet Uğur KALELİ;26;AK PARTİ;KONYA;0;4;0;0;0;0;0;0;1;3;0;0;57.0
Mustafa KALAYCI;26;MHP;KONYA;28;31;10;5;3;3;0;0;0;96;0;0;55.0
Mustafa BALOĞLU;26;AK PARTİ;KONYA;2;15;0;0;0;0;0;0;1;24;0;0;48.0
Mustafa Hüsnü BOZKURT;26;CHP;KONYA;17;60;154;8;2;2;0;0;22;165;0;0;65.0
Ömer ÜNAL;26;AK PARTİ;KONYA;0;3;0;0;0;0;0;0;0;9;0;0;45.0
Ziya ALTUNYALDIZ;26;AK PARTİ;KONYA;0;3;0;0;0;0;0;0;0;11;0;0;52.0
Ahmet TAN;26;AK PARTİ;KÜTAHYA;0;5;0;0;0;0;0;0;0;2;0;0;50.0
İshak GAZEL;26;AK PARTİ;KÜTAHYA;0;4;0;0;0;0;0;0;0;1;0;0;35.0
Mustafa Şükrü NAZLI;26;AK PARTİ;KÜTAHYA;1;4;0;0;0;0;0;0;0;3;0;0;49.0
Vural KAVUNCU;26;AK PARTİ;KÜTAHYA;0;3;0;0;0;0;0;0;0;5;0;0;49.0
Bülent TÜFENKCİ;26;AK PARTİ;MALATYA;0;2;0;0;0;0;0;0;0;0;0;0;49.0
Mustafa ŞAHİN;26;AK PARTİ;MALATYA;0;5;0;0;0;0;0;0;0;2;0;0;59.0
Nurettin YAŞAR;26;AK PARTİ;MALATYA;0;4;0;0;0;0;0;0;0;4;0;0;54.0
Öznur ÇALIK;26;AK PARTİ;MALATYA;1;3;0;0;0;0;0;0;1;5;0;0;50.0
Taha ÖZHAN;26;AK PARTİ;MALATYA;0;3;0;0;0;0;0;0;0;0;0;0;38.0
Veli AĞBABA;26;CHP;MALATYA;34;52;201;0;0;0;0;0;49;182;0;0;47.0
Erkan AKÇAY;26;MHP;MANİSA;66;66;235;1;3;3;0;0;35;129;0;0;54.0
İsmail BİLEN;26;AK PARTİ;MANİSA;1;8;0;0;0;0;0;0;1;2;0;0;54.0
Mazlum NURLU;26;CHP;MANİSA;14;64;112;0;2;2;0;0;8;326;0;1;50.0
Murat BAYBATUR;26;AK PARTİ;MANİSA;1;8;0;0;0;0;0;0;0;1;0;0;37.0
Özgür ÖZEL;26;CHP;MANİSA;111;111;137;0;4;4;0;0;21;77;0;5;41.0
Recai BERBER;26;AK PARTİ;MANİSA;0;4;0;0;0;0;0;0;0;1;0;0;56.0
Selçuk ÖZDAĞ;26;AK PARTİ;MANİSA;1;4;0;0;0;0;0;0;0;1;0;0;57.0
Tur YILDIZ BİÇER;26;CHP;MANİSA;21;90;175;0;7;7;0;0;14;644;0;0;47.0
Uğur AYDEMİR;26;AK PARTİ;MANİSA;0;5;0;0;0;0;0;0;0;3;0;0;48.0
Ali ATALAN;26;HDP;MARDİN;1;1;98;8;1;1;0;0;2;235;0;0;47.0
Ceyda BÖLÜNMEZ ÇANKIRI;26;AK PARTİ;MARDİN;0;3;0;0;0;0;0;0;0;5;0;0;37.0
Erol DORA;26;HDP;MARDİN;4;4;70;1;1;1;0;0;21;251;0;0;51.0
Gülser YILDIRIM;26;HDP;MARDİN;0;0;16;1;1;1;0;0;1;52;0;0;52.0
Mithat SANCAR;26;HDP;MARDİN;1;1;52;0;1;1;0;0;5;240;0;0;52.0
Orhan MİROĞLU;26;AK PARTİ;MARDİN;0;3;0;0;0;0;0;0;0;0;0;0;62.0
Ali Cumhur TAŞKIN;26;AK PARTİ;MERSİN;1;7;0;0;0;0;0;0;0;2;0;0;48.0
Aytuğ ATICI;26;CHP;MERSİN;29;63;42;0;0;0;0;0;11;135;0;1;51.0
Baki ŞİMŞEK;26;MHP;MERSİN;1;1;1;0;3;3;0;0;11;165;0;0;46.0
Dengir Mir Mehmet FIRAT;26;HDP;MERSİN;1;1;24;0;0;0;0;0;0;12;0;0;72.0
Durmuş Fikri SAĞLAR;26;CHP;MERSİN;2;13;77;0;0;0;0;0;2;35;0;0;62.0
Hacı ÖZKAN;26;AK PARTİ;MERSİN;0;6;0;0;0;0;0;0;0;3;0;0;52.0
Hüseyin ÇAMAK;26;CHP;MERSİN;1;30;39;0;3;3;0;0;2;401;0;1;67.0
Lütfi ELVAN;26;AK PARTİ;MERSİN;1;3;0;0;0;0;0;0;0;0;0;0;53.0
Oktay ÖZTÜRK;26;MHP;MERSİN;6;6;10;0;0;0;0;0;4;128;0;0;64.0
Serdal KUYUCUOĞLU;26;CHP;MERSİN;10;56;55;4;8;8;0;0;28;775;0;1;65.0
Yılmaz TEZCAN;26;AK PARTİ;MERSİN;0;4;0;0;0;0;0;0;1;3;0;0;47.0
Akın ÜSTÜNDAĞ;26;CHP;MUĞLA;17;51;45;0;0;0;0;0;4;105;0;0;47.0
Hasan ÖZYER;26;AK PARTİ;MUĞLA;0;2;0;0;0;0;0;0;0;1;0;0;55.0
Mehmet ERDOĞAN;26;MHP;MUĞLA;1;5;8;0;3;3;0;0;6;167;0;0;59.0
Nihat ÖZTÜRK;26;AK PARTİ;MUĞLA;0;3;0;0;0;0;0;0;0;2;0;0;42.0
Nurettin DEMİR;26;CHP;MUĞLA;10;71;34;0;0;0;0;0;2;147;0;0;62.0
Ömer Süha ALDAN;26;CHP;MUĞLA;0;34;38;0;1;1;0;0;2;79;0;0;56.0
Ahmet YILDIRIM;26;HDP;MUŞ;0;0;34;5;2;2;0;0;41;252;0;1;41.0
Burcu ÇELİK ÖZKAN;26;HDP;MUŞ;1;2;165;0;1;1;0;0;7;157;0;0;29.0
Mehmet Emin ŞİMŞEK;26;AK PARTİ;MUŞ;0;2;0;0;0;0;0;0;0;1;0;0;51.0
Ebubekir GİZLİGİDER;26;AK PARTİ;NEVŞEHİR;0;4;0;0;0;0;0;0;0;4;0;0;36.0
Murat GÖKTÜRK;26;AK PARTİ;NEVŞEHİR;0;2;0;0;0;0;0;0;0;1;0;0;45.0
Mustafa AÇIKGÖZ;26;AK PARTİ;NEVŞEHİR;0;2;0;0;0;0;0;0;0;2;0;0;44.0
Alpaslan KAVAKLIOĞLU;26;AK PARTİ;NİĞDE;0;4;0;0;0;0;0;0;0;0;0;0;53.0
Erdoğan ÖZEGEN;26;AK PARTİ;NİĞDE;0;2;0;0;0;0;0;0;0;0;0;0;50.0
Ömer Fethi GÜRER;26;CHP;NİĞDE;122;173;4133;1097;8;8;0;0;184;1000;0;1;58.0
Ergün TAŞCI;26;AK PARTİ;ORDU;0;4;0;0;0;0;0;0;0;1;0;0;41.0
Metin GÜNDOĞDU;26;AK PARTİ;ORDU;0;6;0;0;0;0;0;0;0;1;0;0;42.0
Numan KURTULMUŞ;26;AK PARTİ;ORDU;0;2;0;0;0;0;0;0;0;0;0;0;56.0
Oktay ÇANAK;26;AK PARTİ;ORDU;0;6;0;0;0;0;0;0;0;11;0;0;40.0
Seyit TORUN;26;CHP;ORDU;13;49;54;0;1;1;0;0;21;91;0;0;47.0
Devlet BAHÇELİ;26;MHP;OSMANİYE;2;2;0;0;0;0;0;0;0;0;0;0;67.0
Ruhi ERSOY;26;MHP;OSMANİYE;6;8;20;0;3;3;0;0;2;187;0;0;43.0
Suat ÖNAL;26;AK PARTİ;OSMANİYE;0;5;0;0;0;0;0;0;0;2;0;0;54.0
Hasan KARAL;26;AK PARTİ;RİZE;0;6;0;0;0;0;0;0;1;12;0;0;42.0
Hikmet AYAR;26;AK PARTİ;RİZE;0;6;0;0;0;0;0;0;0;0;0;0;58.0
Osman Aşkın BAK;26;AK PARTİ;RİZE;0;5;0;0;0;0;0;0;0;2;0;0;49.0
Ali İhsan YAVUZ;26;AK PARTİ;SAKARYA;0;9;0;0;0;0;0;0;0;4;0;0;46.0
Ayhan Sefer ÜSTÜN;26;AK PARTİ;SAKARYA;1;4;0;0;0;0;0;0;0;1;0;0;45.0
Engin ÖZKOÇ;26;CHP;SAKARYA;4;13;19;0;0;0;0;0;2;30;0;1;53.0
Mustafa İSEN;26;AK PARTİ;SAKARYA;0;4;0;0;0;0;0;0;1;1;0;0;62.0
Recep UNCUOĞLU;26;AK PARTİ;SAKARYA;0;5;0;0;0;0;0;0;0;1;0;0;45.0
Şaban DİŞLİ;26;AK PARTİ;SAKARYA;0;2;0;0;0;0;0;0;0;0;0;0;57.0
Zihni AÇBA;26;MHP;SAKARYA;0;0;0;0;3;3;0;0;0;146;0;0;59.0
Ahmet DEMİRCAN;26;AK PARTİ;SAMSUN;0;6;0;0;0;0;0;0;0;0;0;0;61.0
Akif Çağatay KILIÇ;26;AK PARTİ;SAMSUN;0;2;0;0;0;0;0;0;0;0;0;0;39.0
Çiğdem KARAASLAN;26;AK PARTİ;SAMSUN;0;3;0;0;0;0;0;0;0;0;0;0;36.0
Erhan USTA;26;MHP;SAMSUN;2;2;10;1;1;1;0;0;21;100;0;0;49.0
Fuat KÖKTAŞ;26;AK PARTİ;SAMSUN;0;4;0;0;0;0;0;0;0;4;0;0;51.0
Hasan Basri KURT;26;AK PARTİ;SAMSUN;0;5;0;0;0;0;0;0;0;1;0;0;37.0
Hayati TEKİN;26;CHP;SAMSUN;0;11;1;0;3;3;0;0;0;213;0;0;56.0
Kemal ZEYBEK;26;CHP;SAMSUN;3;60;41;4;8;8;0;0;6;1207;0;0;53.0
Orhan KIRCALI;26;AK PARTİ;SAMSUN;0;4;0;0;0;0;0;0;0;1;0;0;47.0
Besime KONCA;26;HDP;SİİRT;2;2;34;0;1;1;0;0;7;101;0;0;45.0
Kadri YILDIRIM;26;HDP;SİİRT;2;3;18;0;1;1;0;0;6;222;0;0;56.0
Yasin AKTAY;26;AK PARTİ;SİİRT;0;3;0;0;0;0;0;0;0;0;0;0;49.0
Barış KARADENİZ;26;CHP;SİNOP;15;54;44;0;1;1;0;0;5;220;0;0;40.0
Nazım MAVİŞ;26;AK PARTİ;SİNOP;0;3;0;0;0;0;0;0;0;4;0;0;44.0
Ali AKYILDIZ;26;CHP;SİVAS;7;32;8;0;4;4;0;0;1;558;0;1;51.0
Hilmi BİLGİN;26;AK PARTİ;SİVAS;0;9;0;0;0;0;0;0;0;12;0;0;43.0
İsmet YILMAZ;26;AK PARTİ;SİVAS;1;3;0;0;0;0;0;0;0;0;0;0;54.0
Mehmet Habib SOLUK;26;AK PARTİ;SİVAS;0;4;0;0;0;0;0;0;0;2;0;0;65.0
Selim DURSUN;26;AK PARTİ;SİVAS;0;6;0;0;0;0;0;0;0;3;0;0;58.0
Ahmet Eşref FAKIBABA;26;AK PARTİ;ŞANLIURFA;1;4;0;0;0;0;0;0;0;1;0;0;64.0
Dilek ÖCALAN;26;HDP;ŞANLIURFA;0;1;31;0;1;1;0;0;4;238;0;0;28.0
Faruk ÇELİK;26;AK PARTİ;ŞANLIURFA;1;4;0;0;0;0;0;0;0;0;0;0;59.0
Halil ÖZCAN;26;AK PARTİ;ŞANLIURFA;0;4;0;0;0;0;0;0;0;2;0;0;51.0
İbrahim AYHAN;26;HDP;ŞANLIURFA;1;1;58;0;1;1;0;0;3;219;0;0;47.0
İbrahim Halil YILDIZ;26;AK PARTİ;ŞANLIURFA;0;6;0;0;0;0;0;0;0;2;0;0;39.0
Kemalettin YILMAZTEKİN;26;AK PARTİ;ŞANLIURFA;0;5;0;0;0;0;0;0;0;0;0;0;35.0
Mahmut KAÇAR;26;AK PARTİ;ŞANLIURFA;0;4;0;0;0;0;0;0;0;0;0;0;40.0
Mehmet AKYÜREK;26;AK PARTİ;ŞANLIURFA;0;5;0;0;0;0;0;0;0;6;0;0;65.0
Mehmet Ali CEVHERİ;26;AK PARTİ;ŞANLIURFA;0;4;0;0;0;0;0;0;0;1;0;0;54.0
